Date,Open,High,Low,Close,Adj Close,Volume
2000-10-10,140.093750,141.250000,137.687500,137.687500,92.699394,6104700
2000-10-11,137.625000,138.625000,135.125000,136.531250,91.920937,10346000
2000-10-12,137.281250,137.593750,132.781250,133.125000,89.627617,12336900
2000-10-13,132.937500,137.656250,132.875000,137.562500,92.615189,11778800
2000-10-16,137.406250,138.234375,136.687500,138.187500,93.036003,5659000
2000-10-17,138.437500,138.562500,134.406250,134.750000,90.721695,7831700
2000-10-18,132.625000,136.125000,130.156250,134.250000,90.385056,10897300
2000-10-19,136.843750,139.453125,136.437500,139.312500,93.793411,8767300
2000-10-20,138.375000,141.187500,138.375000,139.906250,94.193176,7373500
2000-10-23,139.937500,141.031250,138.937500,140.531250,94.613983,5290000
2000-10-24,140.968750,141.937500,139.000000,139.593750,93.982803,5750700
2000-10-25,138.750000,139.562500,136.125000,136.312500,91.773621,9137600
2000-10-26,137.125000,137.656250,134.031250,136.687500,92.026154,9345800
2000-10-27,137.875000,139.281250,136.625000,139.281250,93.772377,9762900
2000-10-30,138.437500,141.093750,138.156250,140.531250,94.613983,10154100
2000-10-31,141.015625,143.687500,140.062500,142.953125,96.244522,7752400
2000-11-01,142.250000,143.250000,141.218750,142.468750,95.918419,6753600
2000-11-02,143.156250,143.906250,142.515625,142.703125,96.076180,11395100
2000-11-03,143.468750,143.750000,142.375000,142.781250,96.128777,5187100
2000-11-06,143.156250,144.296875,143.031250,143.781250,96.802017,4042500
2000-11-07,143.140625,144.000000,142.562500,143.750000,96.781052,5231300
2000-11-08,144.062500,144.062500,140.562500,140.562500,94.634995,6123300
2000-11-09,140.000000,141.218750,137.250000,140.031250,94.277336,10635300
2000-11-10,139.000000,139.468750,136.531250,136.625000,91.984032,8569500
2000-11-13,135.625000,136.984375,133.015625,135.562500,91.268715,17285300
2000-11-14,137.468750,139.625000,137.000000,139.125000,93.667206,7668900
2000-11-15,139.062500,140.109375,137.750000,139.562500,93.961769,8837700
2000-11-16,138.578125,139.875000,137.312500,137.375000,92.489006,6684100
2000-11-17,137.312500,139.000000,135.750000,136.640625,91.994583,6551100
2000-11-20,135.750000,136.375000,134.312500,134.687500,90.679642,5458500
2000-11-21,134.875000,136.187500,133.515625,135.375000,91.142464,7684300
2000-11-22,134.343750,134.875000,132.125000,132.140625,88.964890,5736900
2000-11-24,133.625000,134.968750,133.625000,134.843750,90.784821,3411600
2000-11-27,136.468750,136.687500,135.312500,136.031250,91.584282,5992000
2000-11-28,135.125000,136.593750,133.640625,133.687500,90.006332,5336100
2000-11-29,134.375000,135.906250,133.265625,133.437500,89.838043,6914100
2000-11-30,132.500000,133.500000,129.750000,132.281250,89.059570,11201600
2000-12-01,133.187500,134.062500,131.000000,132.218750,89.017456,7587200
2000-12-04,131.875000,133.875000,131.500000,133.343750,89.774925,6996600
2000-12-05,134.875000,138.250000,134.406250,137.718750,92.720436,8883400
2000-12-06,137.781250,138.343750,135.031250,135.515625,91.237160,12888000
2000-12-07,134.875000,135.875000,133.656250,133.656250,89.985329,6529100
2000-12-08,137.062500,139.468750,133.875000,133.968750,90.195671,10276300
2000-12-11,137.375000,139.562500,136.718750,138.625000,93.330566,6405600
2000-12-12,138.187500,138.812500,137.375000,138.031250,92.930847,5022900
2000-12-13,139.250000,139.406250,136.031250,136.140625,91.657921,6070500
2000-12-14,135.875000,136.500000,134.031250,134.406250,90.490250,7678400
2000-12-15,133.125000,133.125000,130.562500,130.968750,88.446365,9065300
2000-12-18,132.062500,133.468750,131.765625,132.718750,89.628159,7235400
2000-12-19,132.468750,134.968750,130.015625,130.015625,87.802734,9616600
2000-12-20,128.625000,128.937500,126.093750,126.250000,85.259682,9994300
2000-12-21,126.000000,128.859375,125.531250,127.125000,85.850563,14331500
2000-12-22,129.000000,131.109375,128.843750,130.937500,88.425247,10182900
2000-12-26,130.843750,132.343750,130.281250,132.343750,89.374916,4665300
2000-12-27,131.750000,133.734375,131.250000,133.312500,90.029152,4854100
2000-12-28,132.812500,133.875000,132.593750,133.718750,90.303513,8358700
2000-12-29,134.062500,134.281250,131.187500,131.187500,88.594139,8774600
2001-01-02,132.000000,132.156250,127.562500,128.812500,86.990204,8737500
2001-01-03,128.312500,136.000000,127.656250,135.000000,91.168785,19431600
2001-01-04,134.937500,135.468750,133.000000,133.546875,90.187454,9219000
2001-01-05,133.468750,133.625000,129.187500,129.187500,87.243469,12911400
2001-01-08,129.875000,130.187500,127.687500,130.187500,87.918770,6625300
2001-01-09,131.046875,131.500000,129.421875,129.843750,87.686615,5702400
2001-01-10,129.000000,132.125000,128.812500,132.125000,89.227203,8746100
2001-01-11,131.093750,133.484375,131.093750,132.250000,89.311668,7245100
2001-01-12,132.687500,133.718750,131.281250,132.000000,89.142792,7244000
2001-01-16,132.000000,133.187500,131.515625,132.843750,89.712616,8542200
2001-01-17,134.843750,135.046875,132.640625,133.453125,90.124153,7851400
2001-01-18,133.437500,135.703125,132.937500,134.781250,91.021065,8107000
2001-01-19,136.187500,136.187500,133.875000,134.015625,90.503990,7782500
2001-01-22,134.250000,135.781250,133.562500,134.906250,91.105469,7050900
2001-01-23,134.468750,136.656250,134.156250,135.968750,91.822998,8463100
2001-01-24,136.250000,137.312500,135.843750,136.375000,92.097328,6199900
2001-01-25,136.250000,137.250000,135.656250,136.031250,91.865196,10818300
2001-01-26,135.156250,136.125000,134.453125,135.875000,91.759682,7136800
2001-01-29,135.500000,136.899994,135.369995,136.600006,92.249313,6705900
2001-01-30,136.300003,137.919998,135.789993,137.800003,93.059700,7069100
2001-01-31,137.399994,138.699997,136.600006,137.020004,92.532890,9706900
2001-02-01,137.100006,137.949997,136.250000,137.929993,93.147461,8239100
2001-02-02,137.399994,137.990005,134.750000,134.800003,91.033722,8276600
2001-02-05,134.800003,135.940002,134.750000,135.789993,91.702278,4352900
2001-02-06,135.300003,136.699997,135.220001,135.389999,91.432175,7106700
2001-02-07,134.720001,135.399994,133.679993,134.690002,90.959435,5748700
2001-02-08,134.800003,135.399994,133.100006,133.119995,89.899178,5943300
2001-02-09,133.350006,133.350006,131.259995,131.839996,89.034721,9913000
2001-02-12,131.699997,133.500000,131.699997,133.350006,90.054504,5804400
2001-02-13,133.699997,134.169998,132.000000,132.259995,89.318398,6587600
2001-02-14,132.649994,132.649994,130.660004,132.059998,89.183334,8400100
2001-02-15,132.839996,133.520004,131.990005,133.339996,90.047752,5929800
2001-02-16,131.000000,131.289993,129.300003,130.399994,88.062271,6434900
2001-02-20,131.039993,131.139999,128.100006,128.389999,86.704880,5760000
2001-02-21,127.900002,128.839996,125.500000,125.620003,84.834221,10910800
2001-02-22,126.349998,126.540001,123.019997,125.809998,84.962547,21281600
2001-02-23,125.080002,125.540001,121.800003,124.959999,84.388535,20173000
2001-02-26,125.800003,127.620003,124.500000,127.620003,86.184891,11503700
2001-02-27,126.800003,127.839996,125.510002,126.440002,85.388016,11415000
2001-02-28,126.750000,126.839996,123.269997,123.949997,83.706444,14825800
2001-03-01,124.050003,124.599998,121.750000,124.599998,84.145409,14672000
2001-03-02,122.500000,125.650002,122.300003,123.610001,83.476845,12564300
2001-03-05,124.150002,124.779999,123.809998,124.739998,84.239937,5293200
2001-03-06,126.349998,127.750000,125.489998,126.080002,85.144890,6917000
2001-03-07,126.900002,127.040001,125.760002,126.980003,85.752678,6371700
2001-03-08,126.599998,127.239998,126.139999,127.120003,85.847244,6055000
2001-03-09,126.099998,126.099998,123.110001,123.360001,83.308037,10020300
2001-03-12,122.339996,122.500000,117.750000,118.080002,79.742279,13972900
2001-03-13,119.400002,120.440002,117.529999,120.019997,81.052414,12888000
2001-03-14,117.050003,119.290001,115.750000,117.650002,79.451920,19883400
2001-03-15,118.449997,118.860001,117.360001,117.680000,79.472145,10370300
2001-03-16,117.129997,117.400002,114.809998,115.010002,77.878159,58514600
2001-03-19,115.760002,117.690002,114.820000,117.349998,79.462692,10067800
2001-03-20,117.900002,118.459999,114.110001,114.199997,77.329689,15083900
2001-03-21,114.180000,115.260002,111.900002,112.260002,76.016014,19004600
2001-03-22,112.019997,112.599998,108.040001,111.120003,75.244087,28624800
2001-03-23,113.250000,114.660004,111.500000,114.480003,77.519272,12861700
2001-03-26,115.699997,116.269997,114.769997,115.940002,78.507889,9943800
2001-03-27,115.620003,118.650002,115.279999,118.309998,80.112740,12880700
2001-03-28,116.900002,116.949997,114.900002,115.040001,77.898491,10953300
2001-03-29,114.699997,116.500000,112.139999,115.480003,78.196434,12060300
2001-03-30,115.550003,116.690002,114.500000,116.690002,79.015785,9183600
2001-04-02,116.300003,117.379997,113.800003,114.199997,77.329689,10561000
2001-04-03,113.980003,114.150002,110.059998,110.389999,74.749748,12836000
2001-04-04,110.570000,112.099998,109.300003,110.849998,75.061272,14884300
2001-04-05,113.300003,115.489998,112.500000,115.050003,77.905220,21522800
2001-04-06,113.989998,114.400002,112.059998,113.300003,76.720261,14937800
2001-04-09,114.000000,114.989998,112.779999,114.559998,77.573441,9034300
2001-04-10,115.449997,117.750000,115.169998,116.650002,78.988686,17873600
2001-04-11,118.779999,118.989998,116.139999,116.730003,79.042839,12722300
2001-04-12,116.300003,118.940002,115.959999,118.849998,80.478424,9233200
2001-04-16,118.290001,118.889999,116.910004,117.599998,79.631943,7350000
2001-04-17,117.309998,119.660004,117.019997,119.260002,80.756027,10924700
2001-04-18,121.059998,126.000000,120.690002,124.000000,83.965675,32481600
2001-04-19,124.250000,125.839996,123.580002,125.650002,85.082954,13809900
2001-04-20,124.900002,125.400002,123.660004,124.500000,84.304245,7626700
2001-04-23,123.650002,123.889999,121.910004,122.239998,82.773933,8451800
2001-04-24,122.519997,123.650002,121.099998,121.580002,82.327003,10044700
2001-04-25,121.419998,123.669998,120.949997,123.169998,83.403656,8249000
2001-04-26,123.730003,125.220001,123.500000,123.720001,83.776093,10590400
2001-04-27,124.919998,125.839996,124.199997,125.779999,85.170990,7938700
2001-04-30,126.449997,127.269997,124.669998,126.660004,85.766891,10766900
2001-05-01,125.070000,127.150002,124.599998,127.050003,86.030998,10578000
2001-05-02,127.410004,127.690002,126.000000,126.820000,85.875252,9572900
2001-05-03,126.129997,126.150002,124.220001,125.209999,84.785019,9926200
2001-05-04,123.650002,127.349998,123.440002,127.339996,86.227341,12145300
2001-05-07,126.860001,127.379997,126.230003,126.239998,85.482483,7185200
2001-05-08,126.860001,127.099998,125.559998,126.180000,85.441856,6952600
2001-05-09,125.250000,126.550003,125.059998,125.650002,85.082954,9507400
2001-05-10,127.260002,127.500000,125.769997,126.019997,85.333496,6872400
2001-05-11,126.000000,126.489998,124.400002,125.150002,84.744377,7734400
2001-05-14,124.900002,125.440002,124.459999,125.400002,84.913696,7914000
2001-05-15,125.550003,126.500000,124.849998,125.980003,85.306427,9782200
2001-05-16,124.839996,129.199997,124.620003,128.949997,87.317528,14909000
2001-05-17,129.000000,130.080002,128.559998,129.149994,87.452942,11824600
2001-05-18,129.089996,129.740005,128.100006,129.740005,87.852509,6683100
2001-05-21,129.839996,131.839996,129.149994,131.649994,89.145782,11531500
2001-05-22,131.830002,132.089996,131.070007,131.479996,89.030708,8342700
2001-05-23,131.050003,131.050003,129.250000,129.250000,87.520676,12330800
2001-05-24,129.470001,130.000000,128.550003,129.630005,87.778015,7902800
2001-05-25,129.649994,129.699997,127.900002,128.100006,86.741936,7425000
2001-05-29,128.220001,128.350006,126.900002,127.080002,86.051277,9003900
2001-05-30,126.589996,127.089996,125.000000,125.300003,84.845970,10041800
2001-05-31,125.430000,126.760002,125.260002,125.949997,85.286110,9874200
2001-06-01,126.199997,127.099998,125.120003,126.730003,85.814262,8848300
2001-06-04,126.800003,127.430000,126.080002,127.339996,86.227341,5623500
2001-06-05,127.489998,129.229996,127.269997,128.800003,87.215973,9115400
2001-06-06,128.830002,128.830002,127.360001,127.730003,86.491432,12064900
2001-06-07,127.050003,128.350006,127.000000,128.190002,86.802887,7355300
2001-06-08,127.699997,127.870003,126.139999,127.000000,85.997116,8170600
2001-06-11,126.709999,126.989998,125.410004,126.099998,85.387688,7012200
2001-06-12,124.860001,126.739998,124.040001,125.879997,85.238716,9364400
2001-06-13,126.169998,126.580002,124.650002,124.800003,84.507378,7629400
