BTCUSD,ETHUSD,BCHUSD,LTCUSD,ADAUSD,BATUSD,ETCUSD,XLMUSD,ZRXUSD,LINKUSD,RVNUSD,DASHUSD,ZECUSD,ALGOUSD,IOTAUSD,WAVESUSD,ATOMUSD,NEOUSD,QTUMUSD,NANOUSD,ICXUSD,ENJUSD,ONTUSD,ZILUSD,VETUSD,XTZUSD,HBARUSD,OMGUSD,MATICUSD,REPUSD,EOSUSD,DOGEUSD,KNCUSD,VTHOUSD,COMPUSD,MANAUSD,HNTUSD,MKRUSD,DAIUSD,ONEUSD,BANDUSD,STORJUSD,UNIUSD,SOLUSD,EGLDUSD,PAXGUSD,OXTUSD,ZENUSD,FILUSD,AAVEUSD,GRTUSD,SUSHIUSD,ANKRUSD,AMPUSD,CRVUSD,AXSUSD,AVAXUSD,CTSIUSD,SHIBUSDT,Date
9162.5,229.92,229.77,43.01,0.081,0.2626,6.0483,0.0665,0.3579,4.68,0.0194,70.47,55.35,0.224,0.215,1.1603,2.64,10.184,1.687,1.0214,0.3865,0.1801,0.7285,0.0168,0.0136,2.3549,0.0331,2.617,0.0177,18.67,2.8914,0.0326,2.361,0.006,479.18,0.4793,6.4644,2112.9203,1.0022,0.1985,11.7571,2.9733,38.3832,27.8025,181.941,1796.16,0.5899,56.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9152.2,229.5,230.82,43.08,0.0806,0.272,6.0466,0.0669,0.3501,4.6787,0.0194,70.86,55.78,0.222,0.2154,1.1577,2.61,10.2,1.68,1.0333,0.3765,0.1731,0.7685,0.0167,0.0139,2.337,0.0335,2.7537,0.0182,18.95,2.9034,0.0322,2.341,0.006,479.08,0.4886,6.726,2142.2981,1.0012,0.1889,12.1922,2.8493,38.0486,27.9702,176.87,1813.49,0.5488,55.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9150.73,229.28,230.8,42.84,0.0806,0.271,5.9903,0.0666,0.361,4.6244,0.0195,70.25,54.9,0.216,0.2164,1.1489,2.601,10.187,1.666,1.0322,0.3764,0.1721,0.7706,0.0171,0.0144,2.3483,0.0337,2.6205,0.0185,18.23,2.8881,0.0315,2.378,0.0059,479.89,0.4928,7.0644,2133.711,1.0008,0.1907,12.5237,2.8131,37.4733,26.9619,180.867,1801.96,0.5122,54.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9163.97,230.25,230.21,42.86,0.0805,0.2776,5.9885,0.0664,0.3599,4.6559,0.0195,70.34,55.15,0.219,0.2149,1.1546,2.612,10.222,1.686,1.0228,0.3831,0.1759,0.8061,0.0169,0.0149,2.3318,0.0332,2.6046,0.0177,17.95,2.8179,0.0328,2.369,0.0059,490.95,0.4966,7.1651,2148.8335,1.0011,0.1821,12.4476,2.7388,38.52,26.0841,180.574,1802.25,0.5511,54.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9155.41,229.93,229.45,42.69,0.0805,0.2745,5.9886,0.0666,0.3482,4.615,0.0193,70.35,54.38,0.217,0.2154,1.1655,2.63,10.185,1.697,0.9986,0.4,0.1753,0.8226,0.017,0.0148,2.362,0.0335,2.5974,0.0177,18.27,2.79,0.0375,2.324,0.0057,484.7,0.4962,7.6436,2136.0967,1.0019,0.1707,12.5781,3.0275,38.2517,26.061,178.823,1790.77,0.5493,53.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9123.18,227.49,227.53,42.46,0.0794,0.288,5.9562,0.0661,0.3489,4.542,0.0192,69.83,53.68,0.215,0.2145,1.1545,2.682,10.101,1.665,0.9901,0.4034,0.1764,0.8606,0.017,0.0144,2.4248,0.0351,2.5822,0.0185,18.32,2.7378,0.0385,2.398,0.0056,488.65,0.5407,7.3908,2112.6027,1.0009,0.1802,12.6424,2.7808,37.8317,25.7415,175.015,1791.0,0.5651,52.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8919.82,217.73,210.09,40.0,0.0759,0.285,5.4461,0.0606,0.3235,4.3634,0.0177,66.13,51.41,0.2,0.1977,1.1057,2.447,9.463,1.533,0.9164,0.4002,0.1768,0.848,0.0172,0.0141,2.388,0.0349,2.53,0.0184,18.03,2.7838,0.0513,2.382,0.0056,501.25,0.5197,7.0819,2114.8156,1.0008,0.1819,12.7663,2.8195,37.3446,25.3547,164.631,1805.99,0.5683,53.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9005.66,220.79,216.05,41.16,0.0773,0.2708,5.6038,0.0628,0.3329,4.4101,0.0184,66.27,52.21,0.206,0.204,1.1115,2.42,9.705,1.577,0.9582,0.4082,0.1815,0.8326,0.0168,0.0141,2.38,0.0347,2.6234,0.0186,19.2,2.7004,0.054,2.457,0.0055,471.44,0.5402,6.7892,2078.7136,1.0017,0.1834,12.6212,2.8671,36.7662,25.8186,154.507,1789.47,0.5661,52.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8960.93,219.08,214.15,40.76,0.0768,0.2616,5.5439,0.062,0.3256,4.3742,0.0179,66.44,51.31,0.2,0.2011,1.1075,2.446,9.672,1.523,0.9496,0.4018,0.1762,0.836,0.0169,0.0146,2.4039,0.0343,2.5199,0.0184,19.14,2.7047,0.0471,2.314,0.0057,482.46,0.5823,6.8264,2102.6905,1.0008,0.1921,12.6122,2.9707,35.9856,26.147,147.209,1798.07,0.5628,50.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9020.01,220.49,216.67,40.91,0.0772,0.266,5.6484,0.0629,0.3296,4.4,0.0185,66.9,51.96,0.204,0.2035,1.1112,2.472,9.88,1.58,0.9498,0.4094,0.1798,0.812,0.0167,0.0148,2.3978,0.0345,2.5649,0.0191,19.49,2.7615,0.0483,2.204,0.006,480.79,0.5771,7.4799,2106.7131,1.0005,0.1817,12.4006,3.3798,36.3085,25.8662,164.594,1796.04,0.544,53.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9044.06,223.21,218.47,41.3,0.0788,0.269,5.7191,0.0636,0.3357,4.5187,0.019,67.51,52.95,0.206,0.2078,1.1247,2.523,9.956,1.616,0.9521,0.405,0.1777,0.8054,0.0168,0.0151,2.3577,0.0347,2.536,0.019,20.27,2.7748,0.0532,2.295,0.0064,485.0,0.579,7.2898,2090.9297,1.0017,0.184,12.5504,3.3105,36.3739,25.9881,161.465,1796.69,0.5422,52.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9154.96,226.25,223.03,41.75,0.0803,0.2627,5.7981,0.0646,0.3375,4.5785,0.0189,68.23,53.23,0.209,0.2108,1.1315,2.532,10.153,1.642,0.9794,0.4042,0.1811,0.8085,0.0169,0.0153,2.332,0.0342,2.5551,0.0194,20.72,2.7564,0.0462,2.265,0.0068,476.92,0.5474,7.3599,2105.4736,1.0008,0.182,12.6619,3.2692,36.1869,25.3022,160.234,1791.34,0.5521,50.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9109.64,224.12,222.73,41.29,0.0798,0.262,5.7287,0.0639,0.3318,4.5395,0.019,67.17,53.25,0.207,0.2101,1.1321,2.483,10.048,1.62,0.9656,0.4032,0.1789,0.7813,0.0167,0.0155,2.2896,0.0348,2.564,0.0192,22.3,2.7465,0.046,2.347,0.0064,461.9,0.6595,7.59,2096.5378,1.0013,0.181,13.6342,3.0184,37.1025,24.9411,161.0,1787.47,0.5357,49.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9117.0,224.81,222.31,41.29,0.0801,0.2642,5.735,0.0642,0.332,4.5666,0.0188,67.59,51.71,0.207,0.2078,1.1368,2.51,10.026,1.609,0.9728,0.4002,0.1799,0.784,0.0166,0.0151,2.2639,0.0353,2.4852,0.0196,19.95,2.6214,0.0459,2.234,0.0065,472.11,0.6335,7.4936,2134.019,1.0014,0.1813,14.181,3.096,36.6171,22.1,157.396,1788.93,0.534,49.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9095.61,224.37,221.1,41.05,0.0825,0.2613,5.7668,0.0642,0.3359,4.5783,0.0188,67.45,52.15,0.209,0.2075,1.1386,2.483,9.992,1.61,0.97,0.4053,0.1789,0.7408,0.0167,0.015,2.2848,0.0348,2.735,0.0196,20.64,2.568,0.046,2.276,0.0062,465.98,0.7082,7.3093,2136.4448,1.0011,0.1826,14.8231,3.1354,36.0296,27.165,155.699,1810.57,0.5369,49.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9084.89,222.83,219.56,40.67,0.0816,0.2573,5.7862,0.0636,0.3316,4.5211,0.0187,67.21,52.37,0.21,0.2079,1.1377,2.53,9.978,1.604,0.9603,0.3957,0.1769,0.7383,0.0159,0.0142,2.2587,0.0351,2.7615,0.0196,19.87,2.6183,0.0455,2.257,0.0066,468.66,0.6526,7.3197,2147.7594,1.0019,0.1732,14.219,3.2245,35.1215,25.3117,145.478,1798.43,0.5538,50.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9083.45,223.49,220.32,40.95,0.0815,0.2571,5.7789,0.0634,0.3302,4.4928,0.0188,67.17,52.21,0.21,0.2073,1.1201,2.597,10.012,1.603,0.9602,0.3966,0.176,0.7522,0.0156,0.0142,2.2949,0.0347,2.6408,0.0201,20.83,2.5477,0.0468,2.102,0.007,468.11,0.83,7.4996,2197.1669,1.0014,0.1746,14.3204,3.0988,35.6466,28.1148,151.0,1791.98,0.5627,50.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9118.49,223.88,221.8,41.46,0.0828,0.2576,5.78,0.0641,0.3339,4.5099,0.0189,66.76,52.59,0.211,0.2075,1.1216,2.612,10.005,1.615,0.9484,0.4001,0.177,0.7657,0.0157,0.0145,2.2447,0.0348,2.6623,0.0211,18.01,2.5401,0.0461,2.134,0.0068,467.3,0.9424,7.0171,2222.8233,1.0022,0.1738,13.6844,3.0511,34.7779,30.2529,149.875,1791.41,0.5514,49.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9153.9,225.98,221.86,41.54,0.083,0.2571,5.8002,0.0646,0.3344,4.5574,0.0189,67.61,52.16,0.213,0.2116,1.135,2.62,10.147,1.671,0.9625,0.3968,0.175,0.7754,0.016,0.0146,2.24,0.0351,2.6944,0.0206,18.14,2.5559,0.0484,2.138,0.0067,465.96,0.9712,7.4962,2136.5747,1.0017,0.164,14.0782,2.983,30.3333,32.4222,148.766,1779.84,0.5326,51.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9183.34,228.2,225.44,41.89,0.0838,0.2619,5.8282,0.0651,0.3465,4.6102,0.019,68.97,52.61,0.214,0.2139,1.1398,2.647,10.219,1.672,0.962,0.4043,0.176,0.7926,0.0158,0.0143,2.2465,0.0347,2.7286,0.0202,17.75,2.613,0.0488,1.91,0.0064,463.17,0.9132,7.59,2124.5029,1.001,0.1667,14.0114,3.0339,31.7696,31.8872,147.277,1791.87,0.5751,50.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9160.56,227.09,224.5,41.66,0.0841,0.261,5.8271,0.0649,0.3396,4.6294,0.0191,68.8,52.27,0.212,0.2117,1.1382,2.628,10.188,1.657,0.9503,0.4244,0.1797,0.8377,0.0144,0.0131,2.237,0.0344,2.6921,0.0231,16.96,2.6519,0.0509,2.001,0.0063,456.35,0.9785,8.7851,2118.2876,1.0013,0.177,14.1395,2.9902,28.8924,30.8235,149.587,1781.28,0.5827,51.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9136.7,226.58,223.53,41.2,0.0832,0.257,5.7556,0.0647,0.3403,4.5724,0.0189,68.39,51.98,0.21,0.2117,1.1303,2.642,10.173,1.657,0.9401,0.4242,0.1866,0.8722,0.0138,0.0126,2.2633,0.0344,2.7639,0.0233,17.35,2.6768,0.0534,2.045,0.006,453.17,1.12,9.0281,2099.1578,1.0007,0.1836,14.4081,3.0424,30.8549,34.019,152.362,1789.67,0.5944,49.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9147.98,227.47,223.15,41.31,0.0836,0.2593,5.7449,0.0662,0.3387,4.6138,0.019,68.63,51.99,0.211,0.2144,1.128,2.648,10.19,1.652,0.9301,0.4084,0.182,0.8832,0.0145,0.0128,2.1835,0.0348,2.6573,0.0247,18.01,2.6316,0.0576,2.23,0.0058,450.76,1.1658,8.6664,2092.5933,1.001,0.1855,14.2084,2.9729,32.059,30.4744,156.44,1790.91,0.591,50.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9167.09,225.97,222.57,41.27,0.084,0.257,5.7514,0.0671,0.3413,4.6137,0.0191,68.38,52.26,0.211,0.2178,1.1353,2.605,10.136,1.652,0.945,0.4107,0.1802,0.8581,0.0138,0.0126,2.225,0.0346,2.5222,0.0258,18.19,2.6295,0.0574,2.266,0.0058,440.1,1.0456,8.9047,2106.0247,1.0011,0.199,14.6156,2.9186,31.7392,34.5329,149.028,1791.03,0.5975,50.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9140.44,225.04,221.96,41.16,0.0834,0.2525,5.7298,0.0661,0.3359,4.5881,0.019,68.09,51.84,0.207,0.2186,1.1225,2.585,10.069,1.64,0.9436,0.4089,0.183,0.8217,0.014,0.0126,2.1918,0.0342,2.5211,0.0242,18.58,2.6484,0.0613,2.101,0.0058,435.69,1.02,8.9502,2102.103,1.0012,0.201,14.6132,2.8106,32.4272,31.5514,149.511,1789.08,0.5976,49.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9138.84,225.5,222.3,41.21,0.0836,0.2521,5.7353,0.0669,0.3351,4.5636,0.0188,68.34,51.48,0.208,0.2238,1.1218,2.596,10.069,1.645,0.9366,0.4073,0.1939,0.8219,0.0136,0.0121,2.1843,0.0347,2.5408,0.0248,17.85,2.5902,0.0605,2.076,0.0056,428.42,1.069,9.5035,2088.7735,1.0005,0.2062,14.45,2.9788,32.251,30.2402,158.41,1792.19,0.6106,49.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9137.75,225.29,223.11,41.3,0.0837,0.2522,5.69,0.0661,0.3348,4.5504,0.0187,67.85,51.4,0.209,0.2227,1.1243,2.634,10.006,1.619,0.9275,0.4081,0.1915,0.8505,0.0138,0.0126,2.171,0.0346,2.4886,0.0244,17.52,2.74,0.0638,2.103,0.0051,443.06,1.0334,9.4316,2106.9708,1.0009,0.2195,14.4808,2.8804,31.8656,29.8223,166.168,1793.28,0.628,47.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9130.27,225.71,222.55,41.31,0.0835,0.2519,5.6696,0.0664,0.3366,4.552,0.0188,67.83,51.68,0.209,0.2241,1.1309,2.607,9.989,1.625,0.9226,0.4,0.1899,0.8157,0.0139,0.0128,2.1742,0.0345,2.5182,0.0249,17.82,2.7339,0.0693,2.102,0.0044,447.82,0.9744,8.8558,2070.0804,1.001,0.2108,14.732,2.8574,29.9628,31.3727,170.694,1802.51,0.6386,48.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9161.83,227.63,223.47,41.37,0.0843,0.2522,5.6924,0.0671,0.3373,4.5948,0.0188,67.62,51.68,0.212,0.2242,1.1376,2.613,10.058,1.644,0.9372,0.4053,0.1911,0.8282,0.0139,0.0126,2.2131,0.0345,2.5591,0.0244,17.39,2.7065,0.0779,2.101,0.005,451.88,1.0238,8.5843,2073.2448,1.002,0.1994,14.3004,2.8461,32.1925,29.7133,167.364,1799.41,0.6306,46.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9266.0,229.31,225.26,41.83,0.0899,0.2592,5.7208,0.0685,0.341,4.7104,0.0191,68.45,52.2,0.216,0.2322,1.1539,2.639,10.173,1.665,0.9643,0.4079,0.1858,0.7883,0.0141,0.0124,2.2014,0.0347,2.5343,0.0281,18.04,2.7543,0.066,2.006,0.0045,460.99,1.02,8.6245,2007.925,1.002,0.1947,14.2978,2.8759,31.4346,31.87,167.487,1798.11,0.6273,45.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9246.34,231.1,223.43,41.6,0.0933,0.257,5.7078,0.0677,0.3381,4.7117,0.019,68.37,51.79,0.216,0.2287,1.157,2.658,10.112,1.666,0.9572,0.4124,0.1847,0.8537,0.0141,0.0119,2.2053,0.035,2.5068,0.0269,18.19,2.7344,0.0717,2.043,0.005,465.55,1.0526,8.3271,1971.2029,1.0021,0.1983,14.1607,2.9082,29.6746,31.7816,166.612,1794.61,0.6389,42.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9240.52,231.13,223.99,41.79,0.0984,0.2561,5.7294,0.0685,0.3362,4.7123,0.0189,68.4,51.74,0.214,0.2315,1.1557,2.669,10.159,1.661,0.9645,0.4101,0.1897,0.8632,0.0135,0.0118,2.1964,0.035,2.4687,0.0273,18.01,2.7559,0.0751,2.026,0.0053,459.96,0.9717,8.5002,1987.9083,1.0013,0.2008,13.8016,2.8764,29.1246,32.6813,170.977,1788.09,0.6298,43.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9239.57,231.2,224.2,41.67,0.0976,0.2583,5.7483,0.0701,0.3462,4.7952,0.019,68.26,52.03,0.216,0.2378,1.1551,2.693,10.253,1.676,0.9698,0.4041,0.1897,0.8506,0.0138,0.012,2.1841,0.0362,2.479,0.0275,18.32,2.7091,0.0816,2.037,0.0052,448.27,1.0151,8.7158,1958.0959,1.0017,0.1941,14.342,2.8353,30.6727,31.7534,177.404,1780.0,0.6107,42.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9213.11,228.81,224.15,41.48,0.0979,0.2563,5.7282,0.0696,0.354,4.7763,0.019,68.04,52.63,0.215,0.234,1.1419,2.69,10.11,1.663,0.9563,0.4027,0.186,0.8462,0.014,0.0117,2.1938,0.0357,2.4726,0.0324,18.57,2.6628,0.0801,2.042,0.0055,442.96,1.0048,8.817,1914.2556,1.0013,0.1962,14.3276,2.8721,30.121,30.7173,184.183,1783.18,0.623,44.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9195.9,228.05,223.22,41.35,0.0938,0.2529,5.7164,0.0687,0.3536,4.7511,0.0186,67.86,51.86,0.213,0.2323,1.1776,2.727,10.017,1.659,0.9426,0.3949,0.1843,0.8084,0.0134,0.0114,2.2019,0.0354,2.4628,0.0356,19.05,2.717,0.0787,2.1,0.0051,440.14,0.9665,8.754,1963.0234,1.0021,0.1914,16.298,2.8837,31.6578,34.3271,183.189,1783.39,0.612,44.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9043.52,225.13,219.62,40.77,0.0911,0.2474,5.6217,0.0686,0.3372,4.7272,0.0183,66.51,50.5,0.204,0.226,1.1465,2.659,9.814,1.625,0.9191,0.3988,0.1842,0.8216,0.014,0.0114,2.2053,0.0351,2.4088,0.0353,18.98,2.7497,0.082,2.093,0.0051,437.26,0.8999,9.5899,1990.9012,1.0019,0.1873,15.8571,2.849,32.0918,33.6628,177.483,1790.17,0.6219,43.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9052.38,225.57,218.8,40.81,0.0921,0.2461,5.6027,0.0676,0.3424,4.7073,0.0186,66.26,50.86,0.205,0.226,1.1329,2.635,9.899,1.635,0.9225,0.3974,0.1831,0.8053,0.0142,0.0118,2.235,0.0354,2.4171,0.0343,19.58,2.735,0.0787,2.12,0.005,438.28,0.9083,9.5516,2011.3884,1.0017,0.19,16.8425,2.8222,31.7566,32.5772,181.182,1797.34,0.6168,44.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9089.08,226.61,219.63,41.09,0.0934,0.2428,5.6471,0.0678,0.3447,4.7999,0.0185,66.78,51.25,0.205,0.2302,1.1292,2.662,9.962,1.652,0.9265,0.38,0.1792,0.8057,0.0142,0.012,2.2215,0.035,2.4587,0.0343,19.58,2.7168,0.08,2.158,0.0049,445.62,0.8531,9.82,2062.0142,1.0013,0.1838,16.9787,2.7801,31.4823,35.8394,182.385,1795.08,0.6069,45.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9089.69,226.27,219.74,41.18,0.093,0.2418,5.6419,0.0676,0.3507,4.7827,0.0184,66.3,51.12,0.204,0.2298,1.129,2.68,9.961,1.65,0.9232,0.376,0.174,0.8121,0.0142,0.0122,2.2284,0.0356,2.4294,0.0333,19.32,2.7288,0.0728,2.169,0.0051,426.41,0.8307,9.6049,2054.0,1.0016,0.1837,16.4505,2.7505,30.8557,37.791,178.399,1796.66,0.628,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9097.41,227.25,221.78,41.36,0.0941,0.2459,5.6484,0.0675,0.3697,4.8437,0.0184,66.47,51.11,0.206,0.2309,1.1318,2.755,9.902,1.666,0.9133,0.3819,0.1759,0.8301,0.0142,0.0122,2.1941,0.0349,2.4956,0.0325,19.02,2.6845,0.0724,2.106,0.0049,427.51,0.8158,9.3812,2023.4435,1.0012,0.1818,15.9974,2.6596,35.612,36.5779,177.718,1796.04,0.6199,47.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9092.96,227.09,222.02,41.37,0.0946,0.2442,5.6811,0.067,0.3742,4.8635,0.0182,66.92,51.2,0.204,0.2304,1.1296,2.755,9.899,1.643,0.9126,0.3855,0.1839,0.8533,0.0145,0.0123,2.1892,0.0349,2.4764,0.0331,19.41,2.653,0.07,2.177,0.0051,426.98,0.9933,9.1126,1985.7352,1.0013,0.1823,16.8067,2.5074,35.152,38.9234,175.238,1788.55,0.622,46.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9099.02,227.06,222.59,41.35,0.0997,0.2473,5.6915,0.0677,0.397,4.8615,0.0183,66.69,51.63,0.205,0.2276,1.1333,2.748,9.92,1.657,0.9307,0.3858,0.1916,0.8382,0.0145,0.0123,2.2026,0.0346,2.5435,0.0296,19.58,2.5976,0.07,2.25,0.005,433.7,0.9916,8.877,1895.0657,1.0013,0.1798,16.3179,2.5578,33.3846,38.3241,179.277,1795.54,0.5951,49.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9088.95,226.48,221.86,41.25,0.0992,0.2437,5.6808,0.0675,0.386,4.8193,0.0183,66.66,51.22,0.207,0.2257,1.1287,2.708,9.862,1.64,0.9392,0.3794,0.202,0.8237,0.0145,0.0123,2.2357,0.0354,2.5421,0.0322,19.71,2.6175,0.0748,2.215,0.0044,431.82,1.06,8.8274,1814.0646,1.0003,0.1769,16.4122,2.57,35.9704,38.9737,180.202,1789.74,0.6083,49.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9063.67,224.98,220.38,41.22,0.0968,0.2402,5.651,0.0673,0.3794,4.7364,0.0181,66.34,51.14,0.204,0.2245,1.1259,2.691,9.806,1.637,0.9282,0.3793,0.202,0.8325,0.0147,0.0124,2.195,0.035,2.6712,0.0321,20.07,2.6222,0.0722,2.15,0.0046,426.3,1.0348,8.931,1880.9271,1.0007,0.1816,16.0612,2.4613,37.8531,36.599,179.642,1784.43,0.6295,49.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9083.42,226.28,222.67,41.63,0.098,0.2454,5.69,0.0672,0.4144,4.7764,0.0182,66.91,51.37,0.206,0.2282,1.1281,2.736,9.923,1.656,0.9389,0.3834,0.2017,0.8409,0.0153,0.0122,2.1964,0.035,2.6675,0.0324,18.36,2.5819,0.0756,2.17,0.0043,437.24,1.0157,8.3689,1908.8374,1.0009,0.1898,16.1145,2.2987,37.7713,32.2655,181.214,1788.61,0.636,48.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9071.79,226.15,222.25,41.52,0.1001,0.2495,5.6845,0.0672,0.4038,4.7714,0.0181,67.15,51.17,0.207,0.2302,1.1255,2.75,9.871,1.661,0.9421,0.3873,0.2088,0.8222,0.0157,0.0128,2.1897,0.0352,2.563,0.0325,18.51,2.6199,0.074,2.248,0.0045,429.62,1.0272,8.1348,1871.3936,1.0009,0.1829,16.0354,2.1694,37.1277,35.4302,179.227,1786.83,0.6335,49.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9061.58,225.59,221.49,41.64,0.0995,0.2526,5.6845,0.0668,0.3952,4.7385,0.0182,67.05,51.21,0.21,0.2289,1.1191,2.738,9.869,1.671,0.9347,0.394,0.213,0.8064,0.0164,0.0132,2.1518,0.0358,2.5559,0.0317,18.92,2.6306,0.0728,2.209,0.0047,437.94,1.0215,8.3069,1853.4564,1.0005,0.1813,16.3165,2.225,35.4745,35.0312,177.655,1785.96,0.659,48.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9063.41,225.97,221.48,41.53,0.0984,0.2503,5.6416,0.0673,0.3783,4.781,0.0182,67.11,50.73,0.209,0.2343,1.1162,2.732,9.866,1.671,0.9385,0.3919,0.2004,0.8037,0.016,0.0129,2.1043,0.0371,2.5635,0.0314,19.97,2.5963,0.0736,2.173,0.0047,432.21,0.9726,8.1959,1887.2957,1.0017,0.1758,15.9596,2.2369,33.9672,35.7744,173.32,1782.27,0.6448,48.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9125.97,228.86,225.79,42.02,0.0987,0.2509,5.7051,0.0677,0.3814,4.83,0.0188,67.69,51.6,0.214,0.2386,1.1311,2.742,9.923,1.689,0.9378,0.3866,0.2005,0.8085,0.0162,0.013,2.0946,0.0373,2.6145,0.0313,20.15,2.5983,0.0722,2.184,0.0044,431.2,0.9805,8.3937,1878.6222,1.0014,0.1775,16.1863,2.3571,32.8433,37.2987,173.787,1790.44,0.6542,49.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9139.03,229.25,224.86,42.05,0.1001,0.2498,5.678,0.0677,0.3886,4.8155,0.0188,67.58,51.47,0.218,0.2395,1.1316,2.78,9.948,1.694,0.9606,0.3863,0.2134,0.7938,0.0165,0.013,2.0574,0.0359,2.6025,0.0318,20.12,2.5345,0.0726,2.172,0.0047,420.68,0.9749,8.1234,1920.3897,1.0005,0.171,15.9892,2.3755,31.3038,35.905,177.658,1792.33,0.6554,49.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
