BTCUSD,ETHUSD,BCHUSD,LTCUSD,ADAUSD,BATUSD,ETCUSD,XLMUSD,ZRXUSD,LINKUSD,RVNUSD,DASHUSD,ZECUSD,ALGOUSD,IOTAUSD,WAVESUSD,ATOMUSD,NEOUSD,QTUMUSD,NANOUSD,ICXUSD,ENJUSD,ONTUSD,ZILUSD,VETUSD,XTZUSD,HBARUSD,OMGUSD,MATICUSD,REPUSD,EOSUSD,DOGEUSD,KNCUSD,VTHOUSD,COMPUSD,MANAUSD,HNTUSD,MKRUSD,DAIUSD,ONEUSD,BANDUSD,STORJUSD,UNIUSD,SOLUSD,EGLDUSD,PAXGUSD,OXTUSD,ZENUSD,FILUSD,AAVEUSD
7286.5,127.11,204.96333333,42.08,0.03353333,0.17756667,4.46276667,0.04603333,0.18393333,1.876,0.02253333,41.49666667,28.1,0.233,0.15986667,0.9797,4.59633333,8.721,1.62433333,0.64726667,0.11766667,0.07386667,0.34716667,0.0043,0.00303333,1.93693333,0.04206667,1.45406667,0.0193,19.17333333,2.5969,0.0035,1.91533333,0.0013,172.8,0.08096667,1.5186,493.77823333,1.01936667,0.00523333,7.08223333,0.501,3.1264,2.16626667,7.72,1915.45,0.24626667,25.118,45.60333333,396.98666667
7297.66333333,127.65333333,205.91666667,42.51,0.0336,0.17923333,4.45313333,0.04616667,0.1838,1.88103333,0.02256667,41.82,28.19,0.23433333,0.16,1.01376667,4.54166667,8.743,1.63066667,0.6454,0.1182,0.07326667,0.3353,0.0042,0.003,1.93523333,0.04216667,1.45166667,0.01926667,19.13333333,2.59413333,0.0035,1.906,0.0013,171.96666667,0.08163333,1.6643,499.0359,1.01946667,0.00526667,7.0477,0.5047,3.18276667,2.18073333,7.78366667,1919.40666667,0.24643333,25.00033333,45.46666667,408.93
7303.33333333,128.07333333,205.97,42.92666667,0.03376667,0.18153333,4.4296,0.046,0.18396667,1.88356667,0.0226,41.95666667,28.12666667,0.23366667,0.16003333,1.03446667,4.48433333,8.75066667,1.637,0.6469,0.1194,0.07286667,0.33363333,0.00396667,0.00293333,1.9253,0.04193333,1.44683333,0.0193,19.15333333,2.59853333,0.00356667,1.90733333,0.0013,171.05,0.08253333,1.81,497.6359,1.02046667,0.00523333,7.14316667,0.50203333,3.21773333,2.2088,7.892,1920.88333333,0.2459,24.74433333,45.57666667,416.42333333
7302.12333333,128.25333333,206.37333333,42.94333333,0.03363333,0.18396667,4.4271,0.0459,0.1848,1.87816667,0.02263333,41.84333333,28.12666667,0.232,0.161,1.03286667,4.424,8.79166667,1.637,0.64876667,0.12,0.07246667,0.32983333,0.00393333,0.00286667,1.9361,0.04193333,1.44296667,0.0193,19.22666667,2.62123333,0.00356667,1.89933333,0.00126667,173.92333333,0.08386667,1.80323333,496.95976667,1.02193333,0.00523333,7.17133333,0.50086667,3.16503333,2.20296667,8.14266667,1919.89666667,0.24416667,23.724,45.69333333,418.22333333
7296.08333333,128.05333333,205.59333333,42.75,0.03363333,0.1871,4.4179,0.0458,0.18613333,1.8717,0.0226,42.20666667,28.11,0.23033333,0.161,1.0329,4.40466667,8.86866667,1.63766667,0.65056667,0.1204,0.07266667,0.34263333,0.00396667,0.00283333,1.94753333,0.04206667,1.42753333,0.0193,19.48333333,2.64033333,0.0036,1.878,0.00126667,178.31,0.08393333,1.7641,493.46906667,1.0214,0.00533333,7.12706667,0.49033333,3.10463333,2.19603333,8.344,1922.58,0.2451,22.84966667,45.72,415.52
7304.36,127.98333333,206.27666667,42.65666667,0.0335,0.18976667,4.50326667,0.04586667,0.18896667,1.85996667,0.0226,42.89666667,28.19333333,0.23,0.161,1.0282,4.397,8.951,1.642,0.65123333,0.12,0.07266667,0.3346,0.00393333,0.00276667,1.95916667,0.0423,1.40773333,0.01936667,19.62666667,2.6585,0.00356667,1.866,0.00126667,179.82,0.084,1.70516667,492.8024,1.01916667,0.00543333,7.01526667,0.48086667,3.0703,2.18593333,8.586,1927.14333333,0.24523333,22.575,46.12333333,419.93333333
7337.91333333,129.45666667,208.43666667,42.78,0.0337,0.19073333,4.5618,0.04593333,0.1925,1.8575,0.02253333,43.99666667,28.54,0.23166667,0.16136667,1.01206667,4.36433333,9.08266667,1.65066667,0.65433333,0.1202,0.07286667,0.33333333,0.00386667,0.00276667,1.9632,0.0425,1.38523333,0.0194,19.74666667,2.65996667,0.00356667,1.842,0.0013,181.42,0.0839,1.6388,494.07996667,1.0177,0.0055,6.99956667,0.48206667,3.07383333,2.1987,8.803,1925.79,0.24553333,23.60066667,46.35,421.76
7392.13333333,131.61666667,211.46333333,43.04,0.0339,0.19186667,4.6265,0.04603333,0.1954,1.86396667,0.02266667,44.19666667,28.90666667,0.23433333,0.16303333,0.99873333,4.32466667,9.175,1.669,0.6596,0.1209,0.07423333,0.3351,0.00386667,0.00283333,1.9636,0.04236667,1.37556667,0.01943333,19.60666667,2.6531,0.00353333,1.83333333,0.0013,180.70333333,0.08416667,1.58903333,496.49273333,1.0169,0.00546667,6.91436667,0.47953333,3.0594,2.21633333,9.03133333,1922.24,0.24586667,24.59166667,46.93666667,424.47666667
7411.85666667,133.79333333,213.41666667,43.17,0.03416667,0.19153333,4.62316667,0.04613333,0.19616667,1.87986667,0.02273333,44.47333333,29.20666667,0.23433333,0.165,0.9917,4.26866667,9.25466667,1.68366667,0.664,0.12143333,0.07506667,0.33623333,0.00396667,0.00286667,1.95573333,0.04256667,1.37683333,0.0193,19.50333333,2.65586667,0.0035,1.82266667,0.0013,180.76333333,0.08383333,1.64616667,504.1844,1.0157,0.00543333,6.79996667,0.4668,3.04943333,2.2213,9.37033333,1917.77333333,0.24716667,25.155,46.67,418.96666667
7394.88,134.47,213.11666667,43.17333333,0.03416667,0.19166667,4.63123333,0.04616667,0.19503333,1.8835,0.02276667,44.28666667,29.08333333,0.234,0.16496667,0.98536667,4.282,9.21733333,1.68166667,0.66526667,0.12136667,0.07566667,0.33546667,0.00403333,0.00286667,1.9341,0.04223333,1.38803333,0.01916667,19.4,2.65613333,0.00343333,1.83533333,0.0013,179.44,0.08356667,1.7128,511.35833333,1.0146,0.00536667,6.63766667,0.454,3.0346,2.2217,9.39766667,1929.49,0.2536,25.269,46.84666667,417.27666667
7360.79666667,134.62333333,212.85,43.31666667,0.03413333,0.19226667,4.64713333,0.04633333,0.19343333,1.88483333,0.02253333,44.32666667,28.92,0.233,0.16363333,0.9842,4.288,9.19033333,1.66933333,0.6645,0.12133333,0.07516667,0.334,0.00406667,0.00293333,1.91926667,0.042,1.38956667,0.01903333,19.33333333,2.6524,0.00343333,1.841,0.00126667,177.01666667,0.08376667,1.80156667,521.58686667,1.0136,0.0053,6.5781,0.45383333,3.04686667,2.22656667,9.35766667,1930.26,0.256,24.99366667,46.72333333,413.72666667
7333.38666667,134.06666667,211.84,43.26,0.03396667,0.1936,4.6443,0.04643333,0.19216667,1.87663333,0.02246667,44.07,28.69,0.23166667,0.16156667,1.00656667,4.323,9.16366667,1.657,0.6679,0.1214,0.07506667,0.3489,0.00406667,0.00296667,1.91116667,0.04133333,1.4013,0.019,19.36,2.6271,0.00346667,1.86333333,0.00126667,175.11333333,0.08433333,1.80226667,518.72733333,1.0124,0.00526667,6.52976667,0.46396667,3.05313333,2.22836667,9.018,1929.93333333,0.26016667,24.727,46.84,414.94666667
7301.85333333,132.93333333,210.03666667,42.98,0.0337,0.19556667,4.6781,0.0463,0.19126667,1.86233333,0.02246667,43.64,28.58,0.229,0.16003333,1.03483333,4.283,9.11666667,1.644,0.6724,0.1216,0.07493333,0.35316667,0.00393333,0.00293333,1.91376667,0.04073333,1.4027,0.01903333,19.43,2.60483333,0.0035,1.89066667,0.00126667,168.79,0.08513333,1.795,513.72736667,1.01103333,0.00526667,6.52076667,0.4657,3.10283333,2.1988,8.82566667,1922.41,0.25666667,24.625,46.64,412.68333333
7253.19666667,131.49,208.06,42.33666667,0.03343333,0.1936,4.65406667,0.04586667,0.18946667,1.84003333,0.02243333,42.93333333,28.43,0.22666667,0.15916667,1.06,4.21133333,8.997,1.63166667,0.67936667,0.1214,0.0748,0.35626667,0.00376667,0.0028,1.9257,0.04006667,1.41026667,0.01913333,19.51333333,2.59616667,0.0035,1.903,0.0013,166.91333333,0.08553333,1.78836667,505.73493333,1.011,0.00526667,6.52723333,0.46413333,3.123,2.15183333,8.75066667,1920.49666667,0.2567,24.06633333,46.34666667,408.38333333
7227.49666667,130.87,207.51666667,42.11,0.03333333,0.19093333,4.6433,0.04553333,0.18813333,1.8259,0.0223,42.26666667,28.36333333,0.22533333,0.1587,1.0475,4.145,8.89866667,1.62,0.67936667,0.12133333,0.07476667,0.35033333,0.00363333,0.0027,1.96073333,0.0395,1.40083333,0.0193,19.38666667,2.60763333,0.00346667,1.902,0.0013,166.56333333,0.0841,1.7827,499.26023333,1.01136667,0.00516667,6.613,0.4666,3.1471,2.1117,8.62266667,1919.70333333,0.2535,23.98766667,46.14666667,402.78
7216.12,130.90333333,208.18333333,42.17333333,0.03336667,0.18886667,4.60926667,0.04536667,0.18763333,1.8154,0.0223,42.02,28.23333333,0.22466667,0.1592,1.0382,4.13766667,8.89266667,1.62266667,0.67583333,0.12123333,0.07476667,0.3501,0.00363333,0.00266667,2.00303333,0.03946667,1.4249,0.01943333,19.08666667,2.60616667,0.00346667,1.84866667,0.0013,170.96666667,0.0823,1.78666667,491.50476667,1.01073333,0.0051,6.73886667,0.46453333,3.15676667,2.1073,8.71233333,1918.22,0.25066667,24.18333333,45.65,399.69666667
7218.87666667,131.21666667,208.31333333,42.30666667,0.0333,0.18766667,4.61966667,0.04543333,0.1873,1.81156667,0.0225,42.13666667,28.11666667,0.22366667,0.15916667,1.0394,4.15466667,8.944,1.62466667,0.67263333,0.12076667,0.07513333,0.3357,0.00363333,0.00266667,2.049,0.04006667,1.4478,0.01946667,18.75333333,2.62166667,0.00343333,1.81666667,0.0013,172.49666667,0.08016667,1.78666667,483.602,1.00886667,0.00506667,6.78773333,0.4679,3.20756667,2.09383333,8.90333333,1917.94,0.2453,25.61233333,45.30666667,398.90666667
7218.72666667,131.40333333,207.91333333,42.24333333,0.0333,0.18676667,4.6194,0.0454,0.18596667,1.8074,0.02266667,42.22,28.0,0.223,0.15946667,1.04153333,4.18666667,8.99533333,1.626,0.67283333,0.12023333,0.07526667,0.31666667,0.00363333,0.00266667,2.08483333,0.0407,1.47333333,0.01963333,18.71,2.6301,0.00346667,1.78466667,0.00133333,173.17,0.08046667,1.78653333,477.663,1.0063,0.00513333,6.7193,0.46843333,3.2174,2.08066667,9.20666667,1917.66,0.2438,26.99666667,44.17333333,402.87666667
7206.09,130.85333333,207.13,41.95666667,0.03316667,0.1843,4.60276667,0.0453,0.18423333,1.8029,0.02276667,42.01,27.87333333,0.222,0.16063333,1.04296667,4.20933333,8.982,1.626,0.6696,0.11973333,0.07536667,0.3056,0.00366667,0.0027,2.11,0.0412,1.4715,0.01976667,18.83,2.6518,0.00343333,1.78533333,0.00133333,172.9,0.08026667,1.78473333,478.3745,1.00736667,0.00513333,6.52906667,0.46353333,3.21536667,2.0647,9.369,1916.58666667,0.2437,28.979,43.48333333,406.19333333
7180.68,129.66,205.3,41.52333333,0.03306667,0.1831,4.54883333,0.04506667,0.18273333,1.78726667,0.02286667,41.63666667,27.72,0.22066667,0.16046667,1.0286,4.22466667,8.85233333,1.616,0.66083333,0.12053333,0.07506667,0.30403333,0.00373333,0.00276667,2.11763333,0.04153333,1.4714,0.01986667,19.09666667,2.65103333,0.00343333,1.784,0.00133333,172.89,0.08093333,1.76993333,481.62696667,1.0093,0.00513333,6.46896667,0.46063333,3.19773333,2.03256667,9.359,1918.17333333,0.24576667,30.483,42.68666667,415.03333333
7163.07666667,128.71666667,204.08,41.19333333,0.03283333,0.18116667,4.5069,0.0449,0.18166667,1.77106667,0.0229,41.23,27.53,0.21866667,0.15846667,1.01936667,4.21233333,8.73633333,1.605,0.65186667,0.12173333,0.07486667,0.30626667,0.00383333,0.00286667,2.12053333,0.04173333,1.469,0.01976667,19.26666667,2.67083333,0.00343333,1.775,0.00126667,173.49666667,0.0808,1.77433333,481.54186667,1.01126667,0.0051,6.60463333,0.4581,3.20293333,1.97143333,9.31933333,1919.76,0.2439,31.52633333,42.74,425.51
7172.25,128.81666667,203.84333333,41.22,0.03286667,0.18113333,4.48326667,0.0449,0.1808,1.77273333,0.023,41.16666667,27.49333333,0.218,0.1566,1.0103,4.22766667,8.657,1.599,0.6543,0.12373333,0.07373333,0.30903333,0.00383333,0.00286667,2.11086667,0.04176667,1.47063333,0.0198,19.50333333,2.69146667,0.00343333,1.73833333,0.00126667,173.62,0.08206667,1.7773,468.0539,1.0102,0.0051,6.68943333,0.46216667,3.19743333,1.9127,9.127,1919.76,0.2456,31.361,42.50333333,432.82666667
7183.95666667,129.42,204.90666667,41.35,0.0329,0.18136667,4.50023333,0.0449,0.18076667,1.77743333,0.02296667,41.21333333,27.51333333,0.21666667,0.15663333,1.01516667,4.25433333,8.689,1.603,0.65726667,0.12566667,0.0728,0.31663333,0.00386667,0.00286667,2.11083333,0.04156667,1.4669,0.01993333,19.75,2.72033333,0.00346667,1.70866667,0.00126667,176.00666667,0.0825,1.7954,458.06046667,1.01086667,0.0051,6.6993,0.46473333,3.18066667,1.88456667,8.92166667,1921.22666667,0.24516667,31.05633333,42.01,432.61
7185.2,129.97666667,205.27,41.49333333,0.03303333,0.1838,4.5127,0.04486667,0.1818,1.79343333,0.02296667,41.43,27.63666667,0.21666667,0.1589,1.01626667,4.29866667,8.72766667,1.608,0.65846667,0.1286,0.0719,0.3264,0.00386667,0.0029,2.10806667,0.04146667,1.47123333,0.02,19.76666667,2.74343333,0.00346667,1.68433333,0.0013,177.89666667,0.0828,1.79396667,453.09606667,1.01083333,0.0051,6.61033333,0.46463333,3.1662,1.8932,8.737,1923.72666667,0.2454,30.73866667,41.65333333,423.29
7190.28666667,130.59333333,205.22333333,41.56333333,0.0332,0.18613333,4.52123333,0.04496667,0.183,1.81066667,0.02286667,41.66,27.73333333,0.218,0.15993333,1.025,4.34033333,8.77533333,1.608,0.65553333,0.13073333,0.0727,0.32873333,0.0039,0.00293333,2.1186,0.04143333,1.46556667,0.02,19.69666667,2.7395,0.00346667,1.66966667,0.0013,180.04333333,0.08263333,1.79396667,459.29373333,1.0109,0.00506667,6.57423333,0.47336667,3.14003333,1.92206667,8.59333333,1926.22666667,0.24163333,30.495,41.91333333,421.24333333
7197.86666667,131.03333333,204.97333333,41.64333333,0.03343333,0.18916667,4.52636667,0.0451,0.1841,1.8234,0.02286667,41.78,27.92333333,0.21966667,0.1612,1.03923333,4.376,8.837,1.60933333,0.65373333,0.13366667,0.07296667,0.33106667,0.0039,0.00296667,2.1266,0.0417,1.46636667,0.02013333,19.50666667,2.73713333,0.00346667,1.63933333,0.00126667,180.74,0.0827,1.79563333,453.85,1.00936667,0.00506667,6.51666667,0.47556667,3.0647,1.93986667,8.55,1927.26,0.23896667,29.94233333,43.12,420.31666667
7199.78333333,131.04,204.63333333,41.57666667,0.0335,0.1921,4.51983333,0.0452,0.18393333,1.82033333,0.02276667,41.81666667,27.97,0.221,0.1611,1.0502,4.401,8.852,1.607,0.65643333,0.1367,0.0734,0.33186667,0.0039,0.003,2.13116667,0.042,1.46256667,0.0205,19.38333333,2.71683333,0.00346667,1.62166667,0.00126667,178.56333333,0.08246667,1.79563333,449.08103333,1.0092,0.00506667,6.43703333,0.4826,2.99756667,1.95503333,8.514,1923.84666667,0.23546667,29.75533333,44.91666667,429.61
7162.82666667,130.06,203.16333333,41.33666667,0.03333333,0.192,4.47606667,0.04493333,0.183,1.7986,0.02263333,41.48,27.89333333,0.21866667,0.1613,1.04633333,4.33966667,8.81366667,1.60133333,0.65966667,0.13946667,0.07296667,0.3322,0.0039,0.003,2.19523333,0.04206667,1.46533333,0.02083333,19.31666667,2.71906667,0.0035,1.623,0.00123333,173.55,0.0814,1.79563333,448.6014,1.01,0.0051,6.46166667,0.48416667,2.9022,1.95903333,8.60566667,1920.42666667,0.23186667,29.72833333,45.74333333,428.53
7123.91333333,129.29,201.82333333,41.11666667,0.03306667,0.1909,4.4289,0.04476667,0.18136667,1.7853,0.02193333,41.14333333,27.64333333,0.217,0.15956667,1.03333333,4.30266667,8.718,1.59266667,0.66133333,0.14056667,0.0733,0.32656667,0.0039,0.003,2.25123333,0.04196667,1.47086667,0.02123333,19.53333333,2.72853333,0.0035,1.60833333,0.00126667,168.23666667,0.08026667,1.78773333,456.3576,1.01066667,0.00506667,6.46316667,0.4924,2.87356667,1.94956667,8.627,1917.01,0.22973333,29.59333333,46.21,425.53333333
7102.21333333,128.88,201.11,41.07666667,0.033,0.18913333,4.40326667,0.0447,0.18013333,1.78203333,0.02186667,40.96,27.52333333,0.216,0.15853333,1.0265,4.256,8.66166667,1.59,0.66246667,0.1409,0.0738,0.3204,0.00386667,0.00296667,2.318,0.04203333,1.4725,0.02143333,19.54333333,2.75076667,0.0035,1.59833333,0.00126667,165.20666667,0.07943333,1.78643333,462.73603333,1.01066667,0.00506667,6.48713333,0.49883333,2.90206667,1.93183333,8.638,1919.42,0.2286,29.37633333,45.71,405.45
7105.51666667,129.10666667,201.57333333,41.06666667,0.033,0.1906,4.40456667,0.04483333,0.1806,1.7904,0.022,40.94666667,27.44333333,0.21633333,0.15756667,1.0226,4.24333333,8.65166667,1.58266667,0.66003333,0.14316667,0.0746,0.3178,0.00386667,0.003,2.32726667,0.04283333,1.47096667,0.0215,19.48,2.77276667,0.00346667,1.57833333,0.0013,164.93,0.0791,1.78066667,462.2541,1.00986667,0.00503333,6.50446667,0.49683333,2.95613333,1.92013333,8.60233333,1919.43,0.2287,28.649,45.72333333,390.60333333
7065.25333333,128.64333333,199.82,40.60333333,0.03283333,0.18906667,4.35896667,0.04453333,0.17926667,1.7749,0.02236667,40.77666667,27.21666667,0.21533333,0.1577,1.00256667,4.194,8.61333333,1.56766667,0.6522,0.14546667,0.07503333,0.3207,0.00386667,0.00303333,2.32893333,0.04403333,1.46413333,0.02096667,19.24666667,2.75356667,0.00343333,1.58633333,0.0013,164.76333333,0.07926667,1.78066667,456.84336667,1.00956667,0.00503333,6.68313333,0.48433333,2.99736667,1.9377,8.54666667,1919.43666667,0.22763333,29.19666667,45.35666667,380.03666667
7009.29333333,127.91,197.66,39.94,0.03266667,0.1863,4.29326667,0.04403333,0.17773333,1.7568,0.0225,40.37333333,27.02,0.214,0.15776667,0.97696667,4.13033333,8.542,1.548,0.64083333,0.1472,0.07556667,0.32466667,0.00386667,0.00306667,2.31606667,0.04556667,1.453,0.02053333,19.45666667,2.77296667,0.00336667,1.60533333,0.0013,164.88333333,0.07943333,1.7762,454.63046667,1.0095,0.00506667,6.87896667,0.46903333,2.98746667,2.001,8.41433333,1918.23,0.22596667,28.865,45.52333333,377.72333333
6950.24333333,126.99666667,195.30666667,39.39,0.03266667,0.1825,4.22926667,0.0436,0.1753,1.73173333,0.0223,40.14,26.86666667,0.21566667,0.1577,0.94863333,4.08133333,8.43866667,1.533,0.6302,0.14443333,0.07553333,0.3271,0.00386667,0.0031,2.28696667,0.04616667,1.4406,0.02033333,19.42666667,2.79593333,0.00336667,1.63333333,0.00126667,166.93,0.07956667,1.77323333,455.287,1.01006667,0.0052,6.90333333,0.46243333,2.992,2.03496667,8.234,1918.22666667,0.22353333,29.758,45.71666667,383.03666667
7024.5,127.36666667,198.57666667,39.64333333,0.0331,0.1837,4.27606667,0.04386667,0.17613333,1.7438,0.02253333,40.54333333,27.02333333,0.22066667,0.15853333,0.96156667,4.09233333,8.489,1.54533333,0.632,0.1416,0.0757,0.3359,0.00383333,0.0031,2.26866667,0.04756667,1.42486667,0.02046667,19.34333333,2.84153333,0.00333333,1.67466667,0.00123333,167.33333333,0.07886667,1.77296667,454.67666667,1.01,0.00533333,6.72416667,0.45846667,2.97866667,2.05723333,8.05666667,1915.88333333,0.222,30.202,45.85333333,382.76666667
7150.58333333,129.10333333,204.51,40.42,0.03356667,0.18616667,4.3404,0.0445,0.1782,1.76603333,0.02256667,41.53666667,27.28666667,0.22466667,0.16073333,0.98143333,4.144,8.608,1.57,0.6391,0.1388,0.0758,0.34453333,0.00386667,0.0031,2.25783333,0.04693333,1.41806667,0.02043333,19.11666667,2.8392,0.00336667,1.69533333,0.0012,167.42,0.0784,1.76076667,447.3456,1.01146667,0.00553333,6.5077,0.45453333,2.96693333,2.01713333,7.94633333,1912.34,0.21916667,31.35533333,46.1,384.71333333
7276.63333333,130.88333333,211.63,41.23666667,0.0336,0.18783333,4.4237,0.04506667,0.17953333,1.78623333,0.02273333,42.33,27.74,0.225,0.16316667,1.0032,4.225,8.76733333,1.60066667,0.64833333,0.1397,0.07766667,0.3539,0.00383333,0.0031,2.28363333,0.0462,1.41236667,0.0203,19.13666667,2.82656667,0.0034,1.758,0.0012,167.04333333,0.07903333,1.73763333,443.96223333,1.01126667,0.00566667,6.4337,0.4559,2.96533333,1.98433333,7.92333333,1904.33666667,0.2174,31.55533333,46.22,378.08666667
7320.24666667,132.41666667,216.69666667,41.68666667,0.03376667,0.188,4.4788,0.04536667,0.1804,1.8018,0.02283333,43.04,28.16666667,0.22466667,0.1652,0.99216667,4.24933333,8.847,1.61733333,0.65336667,0.1409,0.0802,0.36163333,0.00383333,0.0031,2.3077,0.04403333,1.4157,0.02053333,19.14666667,2.88296667,0.00346667,1.79066667,0.00116667,166.43333333,0.07903333,1.7113,448.9964,1.01136667,0.0058,6.2842,0.4622,2.99946667,1.94746667,7.907,1894.33666667,0.21303333,31.03566667,46.45666667,376.06333333
7319.53,132.95,219.58333333,41.81333333,0.0338,0.18676667,4.52876667,0.04553333,0.18076667,1.80146667,0.02293333,43.41,28.39666667,0.22566667,0.16583333,0.97703333,4.24733333,8.864,1.62133333,0.6548,0.14273333,0.08173333,0.37286667,0.00386667,0.0031,2.2853,0.0437,1.41516667,0.02073333,19.16,2.94476667,0.0035,1.79266667,0.00116667,166.21333333,0.07896667,1.69096667,457.75036667,1.01103333,0.00576667,6.07783333,0.46586667,3.03393333,1.95263333,7.80233333,1889.18,0.2113,30.10766667,46.10666667,373.71
7322.29,133.38666667,221.24,41.94,0.03413333,0.1859,4.57153333,0.04556667,0.18146667,1.80353333,0.02303333,43.65333333,28.40666667,0.227,0.1658,0.96363333,4.268,8.85633333,1.62266667,0.6557,0.14546667,0.08196667,0.3809,0.00393333,0.0032,2.2615,0.0439,1.41766667,0.021,19.13,3.00976667,0.0035,1.75666667,0.00116667,162.80666667,0.0778,1.7048,465.5793,1.01146667,0.0057,5.90646667,0.4625,3.07506667,1.9477,7.65333333,1889.43,0.20846667,29.33933333,45.68,378.76
7330.69666667,133.54666667,222.08666667,42.16666667,0.03403333,0.18586667,4.61716667,0.04553333,0.18263333,1.79993333,0.0231,43.67333333,28.31666667,0.22833333,0.16536667,0.95876667,4.28933333,8.83233333,1.62,0.65603333,0.1481,0.08103333,0.3893,0.004,0.0033,2.1718,0.0442,1.42026667,0.02096667,19.05666667,3.0198,0.0035,1.71866667,0.0012,160.22666667,0.0778,1.71913333,472.15503333,1.01173333,0.0056,5.92816667,0.45976667,3.07346667,1.94383333,7.48966667,1893.88,0.20866667,29.043,46.06666667,386.65333333
7331.24333333,133.60333333,222.74666667,42.33666667,0.034,0.18603333,4.6421,0.04543333,0.1841,1.79786667,0.02306667,43.43,28.24666667,0.228,0.16606667,0.9534,4.30566667,8.853,1.62,0.65463333,0.1515,0.08073333,0.39116667,0.00393333,0.00336667,2.15396667,0.04413333,1.42946667,0.02106667,18.98333333,3.05196667,0.00346667,1.697,0.00123333,156.77666667,0.07863333,1.7394,481.65676667,1.01183333,0.00553333,6.0119,0.46363333,3.05586667,1.9399,7.44633333,1893.48666667,0.21,28.63366667,46.73,397.19666667
7327.28666667,133.62666667,222.98333333,42.35,0.034,0.1871,4.65703333,0.04536667,0.18576667,1.80163333,0.023,43.47666667,28.22666667,0.22833333,0.16813333,0.94506667,4.27766667,8.88733333,1.61633333,0.65396667,0.15323333,0.08006667,0.3927,0.00386667,0.0033,2.122,0.04413333,1.47176667,0.021,18.88,3.08233333,0.00343333,1.668,0.00126667,154.24,0.07986667,1.7341,487.1155,1.01103333,0.00553333,6.05923333,0.46933333,3.01596667,1.93956667,7.36033333,1893.35,0.2113,27.94466667,47.33333333,402.5
7322.63,133.59333333,223.20333333,42.39333333,0.03406667,0.18703333,4.6439,0.04546667,0.18616667,1.8099,0.02293333,44.29,28.49666667,0.228,0.16986667,0.93983333,4.27133333,8.93733333,1.61633333,0.65273333,0.15473333,0.08003333,0.38533333,0.00383333,0.00323333,2.15273333,0.04406667,1.5025,0.02093333,18.89,3.10043333,0.00336667,1.65733333,0.00126667,152.43333333,0.08053333,1.76603333,489.5476,1.01036667,0.0055,6.082,0.47413333,3.00486667,1.94383333,7.34233333,1893.35,0.2125,27.06666667,47.23666667,405.45
7330.98666667,133.59,223.27,42.51666667,0.03423333,0.1877,4.6785,0.0455,0.18636667,1.81886667,0.02296667,45.27,29.04666667,0.23033333,0.17166667,0.93996667,4.26966667,8.97033333,1.62533333,0.6541,0.1548,0.0799,0.3804,0.0038,0.00313333,2.14763333,0.0438,1.52476667,0.02106667,19.0,3.0888,0.00336667,1.657,0.00123333,151.51666667,0.08066667,1.79786667,490.3987,1.0082,0.0054,6.08076667,0.47383333,3.00643333,1.93163333,7.32133333,1893.35,0.21206667,27.07966667,48.12666667,406.18
7382.84333333,134.53,224.61,42.78,0.0345,0.18883333,4.74936667,0.0457,0.18696667,1.82183333,0.02306667,47.07666667,29.7,0.233,0.17206667,0.9411,4.28933333,9.05233333,1.63766667,0.65576667,0.15543333,0.0801,0.375,0.00373333,0.00306667,2.14186667,0.04336667,1.52306667,0.0213,19.20333333,3.06323333,0.0034,1.67166667,0.0012,151.95,0.08093333,1.83143333,497.3978,1.0078,0.00536667,6.08986667,0.47533333,3.01236667,1.9352,7.35166667,1892.56666667,0.21296667,27.83766667,48.81333333,410.4
7425.76666667,135.34333333,224.59333333,42.95333333,0.03466667,0.18936667,4.8263,0.04573333,0.18806667,1.81566667,0.0232,47.9,30.16,0.23433333,0.17256667,0.93853333,4.30933333,9.11933333,1.64633333,0.66216667,0.15386667,0.07916667,0.37036667,0.00363333,0.003,2.16016667,0.04303333,1.52376667,0.02143333,19.36,3.03123333,0.00343333,1.673,0.0012,152.38,0.08076667,1.82506667,505.5313,1.00876667,0.0055,6.11786667,0.4757,3.01353333,1.9435,7.423,1891.90333333,0.213,28.408,49.61333333,412.04666667
7451.37,135.77666667,224.12333333,42.98,0.0347,0.18956667,4.8556,0.04573333,0.18866667,1.81193333,0.02326667,48.92333333,30.41333333,0.23433333,0.17163333,0.92766667,4.29333333,9.17266667,1.646,0.66773333,0.15293333,0.07856667,0.3635,0.0036,0.00303333,2.1675,0.04323333,1.5275,0.0214,19.29333333,3.00423333,0.00346667,1.69433333,0.00123333,153.36333333,0.07996667,1.8305,509.6021,1.01033333,0.00566667,6.0785,0.47833333,3.02396667,1.94196667,7.524,1891.24,0.21483333,28.30166667,49.16666667,412.59666667
7449.70333333,136.08333333,224.2,43.29333333,0.03473333,0.18993333,4.90193333,0.04573333,0.18886667,1.81516667,0.0233,49.49,30.65333333,0.23433333,0.17216667,0.915,4.25466667,9.177,1.65033333,0.67123333,0.1516,0.0779,0.3623,0.0036,0.00306667,2.17773333,0.04343333,1.5138,0.0214,19.17666667,2.99563333,0.00346667,1.68866667,0.00123333,153.65,0.07906667,1.86133333,509.11073333,1.01066667,0.0057,5.98443333,0.4771,3.0317,1.92383333,7.58933333,1891.36,0.21686667,28.07533333,49.4,409.98
