BTCUSD,ETHUSD,BCHUSD,LTCUSD,ADAUSD,BATUSD,ETCUSD,XLMUSD,ZRXUSD,LINKUSD,RVNUSD,DASHUSD,ZECUSD,ALGOUSD,IOTAUSD,WAVESUSD,ATOMUSD,NEOUSD,QTUMUSD,NANOUSD,ICXUSD,ENJUSD,ONTUSD,ZILUSD,VETUSD,XTZUSD,HBARUSD,OMGUSD,MATICUSD,REPUSD,EOSUSD,DOGEUSD,KNCUSD,VTHOUSD,COMPUSD,MANAUSD,HNTUSD,MKRUSD,DAIUSD,ONEUSD,BANDUSD,STORJUSD,UNIUSD,SOLUSD,EGLDUSD,PAXGUSD,OXTUSD,ZENUSD,FILUSD,AAVEUSD,GRTUSD,SUSHIUSD,ANKRUSD,AMPUSD,CRVUSD,AXSUSD,AVAXUSD,CTSIUSD,SHIBUSDT,Date
15369.78,447.09,265.77,59.37,0.1061,0.1936,5.1945,0.0805,0.356,12.5927,0.0126,67.96,58.9,0.263,0.2507,3.6372,5.129,15.349,1.988,0.7513,0.3979,0.1493,0.6118,0.0679,0.0252,3.5502,0.2469,11.6221,1.728,25.6,6.5424,0.2934,1.279,0.0069,413.23,0.7094,12.2588,2888.8452,1.001,0.082,6.8989,1.2275,26.8577,93.9663,172.011,1828.75,0.454,107.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15343.21,444.53,261.5,58.92,0.1056,0.1942,5.1079,0.0794,0.3583,12.48,0.0125,67.91,57.98,0.26,0.2532,3.7981,5.17,15.288,1.988,0.7418,0.3953,0.1425,0.6147,0.0692,0.0254,3.6588,0.2704,12.0233,1.5399,22.5,6.2151,0.2883,1.353,0.0067,414.67,0.7159,12.3854,2988.3156,1.0006,0.0841,6.9456,1.2597,26.4498,94.237,171.942,1831.72,0.4527,107.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15351.33,450.0,263.91,59.14,0.106,0.202,5.1411,0.0807,0.3712,12.786,0.0125,69.1,61.29,0.266,0.2557,3.837,5.206,15.477,2.004,0.7561,0.3886,0.1451,0.6111,0.0695,0.0252,3.7679,0.2778,11.8421,1.6352,24.36,5.9139,0.2923,1.351,0.0066,416.66,0.6901,12.4232,3050.0,1.0009,0.0831,6.9362,1.2288,26.6917,97.5691,168.578,1830.46,0.4584,99.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15294.97,449.56,262.12,58.82,0.1067,0.203,5.1678,0.0815,0.3787,12.8161,0.0126,68.85,61.58,0.268,0.2579,3.8212,5.087,15.56,2.018,0.7614,0.3961,0.1474,0.6088,0.0702,0.0253,3.673,0.2883,11.3989,1.658,25.1,5.91,0.2954,1.35,0.0066,413.54,0.716,12.5642,3008.9219,1.001,0.0836,6.9327,1.2421,26.4695,100.1381,170.708,1829.66,0.4563,103.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15296.52,447.07,258.75,58.66,0.1073,0.2006,5.1549,0.0817,0.3794,12.7777,0.0126,68.29,61.72,0.276,0.2537,3.7721,5.137,15.539,1.971,0.7481,0.4086,0.1536,0.6186,0.071,0.0265,3.3246,0.2802,11.2457,1.6275,27.14,6.0027,0.2947,1.34,0.0064,400.03,0.706,12.1,2999.9999,1.0005,0.0827,7.3059,1.2175,26.3488,101.0485,172.328,1823.15,0.4481,103.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15183.42,443.69,257.65,57.44,0.1044,0.2013,5.0864,0.0799,0.3837,12.6569,0.0129,68.43,60.34,0.27,0.2518,3.7442,5.002,15.342,2.004,0.7531,0.412,0.1499,0.6122,0.071,0.0261,3.4441,0.2865,10.1867,1.7346,26.58,6.0422,0.2915,1.413,0.0065,394.56,0.6933,12.9168,2966.6666,1.0004,0.085,7.3735,1.2827,26.6858,105.6848,172.736,1825.58,0.4519,102.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15310.91,448.37,258.15,58.04,0.1058,0.2024,5.1222,0.0801,0.3836,13.0668,0.013,69.4,61.02,0.28,0.2566,3.8152,5.04,15.759,2.005,0.7577,0.432,0.1529,0.6208,0.0766,0.0289,3.251,0.2846,10.0356,1.7297,26.71,6.0389,0.2856,1.404,0.0064,392.33,0.6909,13.006,3068.1038,1.0012,0.0813,7.3328,1.2859,26.7915,109.713,174.176,1823.29,0.4464,104.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15315.76,450.98,258.68,57.98,0.1061,0.2036,5.1394,0.0797,0.3899,13.0233,0.0132,68.95,59.07,0.291,0.2553,3.8243,5.116,15.558,2.014,0.7581,0.4353,0.1554,0.595,0.075,0.0295,3.4745,0.2844,9.7372,2.0272,25.26,6.1073,0.2831,1.398,0.0064,418.41,0.7104,14.2385,2901.0169,1.0007,0.0813,7.3172,1.343,26.1661,110.2397,176.406,1825.25,0.4639,107.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15418.36,463.79,260.18,59.5,0.107,0.2038,5.1219,0.0806,0.3828,13.2252,0.0133,69.76,59.9,0.291,0.2593,3.805,5.151,15.755,2.032,0.7581,0.449,0.1592,0.5803,0.073,0.0285,3.7193,0.3013,10.2378,2.1652,26.5,6.1247,0.2834,1.447,0.0065,415.43,0.726,14.861,2890.4777,1.0012,0.0794,7.3126,1.2899,26.165,115.1939,183.771,1826.78,0.4841,107.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15416.94,462.52,257.75,59.38,0.1072,0.202,5.1307,0.0815,0.386,13.1941,0.0131,70.14,59.69,0.29,0.2571,3.7393,5.155,15.719,2.05,0.75,0.476,0.1617,0.585,0.0762,0.029,3.5504,0.3079,10.3347,2.1467,23.77,5.8202,0.2614,1.458,0.0066,408.41,0.7193,14.5893,2955.6372,1.0005,0.0802,7.5062,1.2574,26.0544,119.6519,182.621,1820.0,0.4578,108.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15589.21,460.57,257.84,59.66,0.1078,0.2012,5.1233,0.0807,0.372,12.9816,0.013,70.83,60.04,0.282,0.2534,3.7366,5.095,15.531,2.02,0.7458,0.4535,0.152,0.5787,0.078,0.0284,3.4664,0.3039,11.9617,2.3481,25.8,5.8425,0.2704,1.506,0.0066,406.36,0.7238,14.1542,2952.5303,1.0013,0.0839,7.4754,1.2793,26.141,124.784,182.063,1815.61,0.4287,108.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15696.6,463.4,257.72,59.87,0.1084,0.2038,5.1266,0.0815,0.3774,13.0043,0.0131,70.57,60.21,0.283,0.255,3.803,5.135,15.72,2.058,0.7502,0.4657,0.1559,0.5779,0.0803,0.0288,3.6268,0.2988,11.9534,2.56,24.87,5.8088,0.279,1.518,0.0065,406.74,0.718,13.8501,3005.3945,1.0007,0.0876,7.9092,1.2733,27.8554,116.4684,178.362,1799.63,0.3707,112.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15826.49,469.02,258.62,59.95,0.107,0.2007,5.1347,0.0814,0.3772,13.1177,0.013,69.81,59.6,0.281,0.255,3.7612,5.114,15.608,2.103,0.7641,0.4601,0.1585,0.5806,0.0769,0.0285,3.573,0.304,12.3537,2.4466,26.37,5.7738,0.2804,1.559,0.0064,407.29,0.715,13.7353,2978.103,1.0014,0.0872,8.3549,1.285,26.8419,114.7437,177.277,1792.72,0.3713,114.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15704.77,463.77,257.03,59.2,0.1061,0.1972,5.0548,0.0802,0.3659,12.7831,0.0129,69.13,58.95,0.278,0.2526,3.7601,5.018,15.442,2.05,0.7887,0.4656,0.1603,0.5781,0.0779,0.0282,3.6291,0.293,11.8011,2.2117,27.18,5.869,0.2651,1.536,0.0064,410.1,0.6887,13.9354,2919.6056,1.0005,0.0935,8.2039,1.3444,26.7242,108.2689,179.868,1792.14,0.3782,117.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15653.82,458.65,253.26,58.53,0.1062,0.2029,5.0812,0.0803,0.3714,12.73,0.0129,76.52,62.5,0.272,0.2579,3.7617,5.278,15.683,2.102,0.7938,0.4604,0.1566,0.5667,0.078,0.029,3.5998,0.2861,11.6882,2.4375,27.72,5.9047,0.2571,1.478,0.0066,399.85,0.6519,14.2889,2842.8807,1.0014,0.0927,8.2251,1.3812,27.795,111.2541,178.023,1795.61,0.3767,117.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15880.23,465.2,262.33,59.35,0.1061,0.2042,5.1034,0.0803,0.3729,12.8798,0.0129,75.37,62.27,0.274,0.2573,3.81,5.279,15.678,2.099,0.7957,0.515,0.1635,0.5629,0.0787,0.0298,3.7771,0.292,11.526,2.1345,27.32,5.8189,0.2343,1.543,0.0066,409.93,0.6665,14.1624,2803.8549,1.0004,0.0945,8.2933,1.3793,28.7769,110.1149,175.843,1793.75,0.353,114.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15779.55,460.6,258.34,58.75,0.1048,0.2005,5.0321,0.0801,0.3675,12.6571,0.0127,74.56,62.13,0.268,0.2522,3.8408,5.15,15.637,2.068,0.7892,0.5164,0.1664,0.5454,0.078,0.0287,3.618,0.2853,10.9614,2.1013,26.5,5.87,0.2238,1.583,0.0065,391.42,0.708,13.8455,2784.574,1.0002,0.0919,8.2264,1.416,28.8314,116.1023,173.47,1797.03,0.3601,117.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16153.51,462.23,258.15,58.92,0.1048,0.1965,5.0269,0.0797,0.3621,12.6193,0.0127,77.28,62.12,0.264,0.249,3.8309,5.091,15.522,2.043,0.77,0.5164,0.1714,0.5388,0.0828,0.0293,3.3408,0.2911,10.8919,1.874,26.9,5.75,0.2081,1.55,0.0065,376.68,0.6932,13.8117,2779.7482,1.0,0.0899,8.2226,1.3894,29.5013,117.3704,150.725,1793.07,0.3737,113.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16086.69,457.63,259.68,58.66,0.1033,0.1962,5.0147,0.0799,0.36,12.4501,0.0125,79.04,62.06,0.265,0.2501,3.9139,4.986,15.455,2.042,0.7672,0.49,0.1739,0.539,0.0812,0.0292,3.357,0.2871,9.6238,1.624,27.92,5.854,0.179,1.738,0.0066,383.58,0.6761,13.5052,2763.1609,1.0008,0.091,8.4881,1.3453,29.3272,115.0,151.827,1788.39,0.3838,117.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16308.45,463.0,259.45,60.8,0.1048,0.1961,5.0454,0.0805,0.3602,12.4437,0.0128,77.9,63.17,0.266,0.2492,3.9139,5.034,15.419,2.051,0.757,0.4699,0.1618,0.5415,0.0796,0.0293,3.4038,0.2844,10.0591,1.5932,25.85,5.9387,0.2027,1.679,0.0065,391.62,0.6988,13.159,2794.5575,1.0011,0.0913,8.0567,1.3168,29.1924,110.7137,158.553,1790.22,0.3785,116.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16450.0,464.45,258.95,62.02,0.1058,0.198,5.0454,0.0809,0.3658,12.7102,0.0128,77.31,62.43,0.27,0.2501,3.9138,5.139,15.47,2.051,0.7508,0.4281,0.1446,0.5524,0.077,0.0287,3.2273,0.2919,10.1664,1.93,26.82,5.8481,0.183,1.56,0.0064,415.37,0.6903,13.43,2772.8293,0.9998,0.0925,8.2083,1.3323,30.3585,113.6852,158.0,1788.92,0.3715,115.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16265.24,461.04,250.95,62.41,0.1057,0.2,5.1161,0.0812,0.3727,12.5242,0.0128,77.29,62.26,0.267,0.248,3.9449,5.136,15.528,2.025,0.7683,0.42,0.1446,0.5548,0.0777,0.0285,3.4097,0.2955,9.7119,2.0192,27.55,5.8977,0.1934,1.533,0.006,421.79,0.6911,13.3824,2766.4469,1.0001,0.0953,7.9848,1.3189,30.286,114.5424,142.891,1793.86,0.3835,114.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16235.82,464.74,254.38,63.22,0.1064,0.2014,5.0337,0.081,0.3784,12.8357,0.0131,77.44,63.46,0.279,0.251,4.0709,5.187,15.857,2.073,0.7649,0.422,0.1427,0.5638,0.0749,0.0278,3.4386,0.2966,9.7465,1.9662,27.75,5.7817,0.1877,1.551,0.0061,427.21,0.6956,13.1721,2814.2645,1.0005,0.0946,7.7933,1.3508,30.24,115.0,152.678,1798.83,0.3872,112.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16118.8,470.07,255.17,65.55,0.1067,0.2043,5.103,0.081,0.3808,12.7871,0.0131,76.63,63.85,0.277,0.2568,4.1237,5.227,15.869,2.082,0.7784,0.4061,0.1422,0.5733,0.0753,0.0286,3.4626,0.2763,9.2032,1.9151,26.51,5.6464,0.1909,1.535,0.0061,416.58,0.6858,13.28,2895.2135,1.0002,0.096,7.6283,1.2979,30.6635,121.8843,154.552,1795.61,0.3866,113.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16297.23,474.02,257.92,65.24,0.1062,0.2028,5.1031,0.0819,0.3827,12.879,0.0132,77.25,65.51,0.278,0.2558,4.067,5.221,15.906,2.079,0.7734,0.3914,0.142,0.5579,0.0772,0.0284,3.4684,0.2866,9.6467,1.8326,26.9,5.197,0.2098,1.539,0.0061,417.63,0.6825,13.2044,2942.6879,1.001,0.101,7.7857,1.266,31.3546,127.1958,171.863,1795.42,0.3797,110.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16340.99,477.08,258.74,66.07,0.1067,0.2022,5.1597,0.0823,0.3869,12.9,0.0132,77.42,65.85,0.28,0.2571,4.0872,5.242,16.03,2.085,0.7819,0.4119,0.1426,0.5653,0.0764,0.0278,3.6031,0.2847,9.8565,1.8098,27.06,4.9388,0.2194,1.565,0.006,391.89,0.6918,13.52,2969.6374,1.0003,0.0978,7.8299,1.2247,30.3615,128.2754,172.417,1795.04,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16198.47,471.76,258.3,64.16,0.1065,0.203,5.1061,0.0835,0.3745,12.7618,0.013,77.99,64.38,0.276,0.2582,4.1401,5.157,15.753,2.074,0.7724,0.4138,0.1407,0.6272,0.0781,0.0289,3.6687,0.2921,10.0883,1.7467,25.44,5.0188,0.2195,1.488,0.0059,383.06,0.675,13.2284,2936.1998,1.0002,0.099,7.9432,1.2107,30.3127,135.4234,184.468,1797.08,0.3901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16089.31,467.07,259.07,63.93,0.1044,0.1995,5.0499,0.0824,0.369,12.619,0.0128,76.26,63.48,0.27,0.2515,4.2721,5.114,15.747,2.058,0.7683,0.3911,0.1395,0.5848,0.081,0.0307,3.5416,0.2895,10.5326,1.6851,24.06,5.0602,0.2275,1.483,0.006,386.0,0.7014,12.9618,2942.9287,1.0,0.095,8.2097,1.2036,30.3894,144.7487,195.622,1806.01,0.3785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15939.53,457.95,255.79,62.85,0.1023,0.1952,5.0326,0.0818,0.3705,12.4862,0.0128,76.0,62.57,0.265,0.2494,4.2069,5.093,15.571,2.031,0.75,0.3951,0.1362,0.591,0.0837,0.03,3.6393,0.2968,10.5398,1.5,25.09,4.705,0.2157,1.495,0.0059,404.96,0.6921,13.2167,2862.6306,1.0005,0.0933,8.1172,1.1759,29.8313,139.4841,202.257,1801.7,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15961.3,458.85,256.7,63.15,0.1028,0.195,5.0175,0.0814,0.3727,12.5409,0.0128,76.38,63.25,0.266,0.2543,4.3066,5.067,15.648,2.028,0.7517,0.3834,0.136,0.5992,0.0832,0.0303,3.605,0.302,10.2969,1.4191,25.03,4.9525,0.235,1.538,0.0061,388.34,0.6941,13.3632,2982.8912,1.0011,0.0907,8.0221,1.2287,30.0316,140.1,217.132,1795.22,0.3659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15902.38,460.21,256.74,62.7,0.1038,0.1964,5.0302,0.0815,0.373,12.5259,0.0128,77.47,63.37,0.265,0.2504,4.3651,5.069,15.684,2.04,0.7479,0.3938,0.138,0.5709,0.081,0.0306,3.5709,0.3006,10.2327,1.4856,24.3,5.0664,0.2292,1.531,0.006,379.79,0.7007,13.0414,3058.9356,1.001,0.0921,8.0453,1.1851,29.9595,142.9074,201.243,1791.94,0.3824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16088.93,461.35,255.5,63.81,0.1046,0.1978,5.0407,0.0811,0.3753,12.5652,0.0128,77.54,64.07,0.266,0.2521,4.3147,5.05,15.81,2.053,0.7594,0.3965,0.1415,0.5783,0.0831,0.0322,3.6843,0.2971,10.1372,1.4596,24.82,4.8839,0.2326,1.576,0.0061,392.45,0.7081,13.1353,3294.5509,1.001,0.0926,8.3514,1.2039,29.7151,146.3638,200.407,1793.51,0.3674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15941.22,458.03,252.15,62.79,0.1039,0.1955,5.0,0.0811,0.3764,12.4222,0.0126,75.26,62.5,0.265,0.2514,4.2332,5.046,15.844,2.04,0.745,0.3957,0.1409,0.572,0.0787,0.0299,3.707,0.2931,9.7777,1.3214,24.67,4.9916,0.2426,1.53,0.0061,389.1,0.7129,13.0418,3186.6022,1.001,0.0954,8.2148,1.1611,30.3031,148.4611,196.799,1794.75,0.3599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16053.22,461.25,255.64,63.53,0.1051,0.2007,5.0289,0.0821,0.3761,12.6,0.0128,75.54,63.55,0.27,0.2531,4.3592,5.082,15.773,2.04,0.7563,0.3906,0.1423,0.573,0.0802,0.0299,3.5242,0.297,9.9037,1.3842,23.66,5.1018,0.2395,1.601,0.006,393.09,0.7106,12.9602,3202.1244,1.0009,0.098,8.3611,1.18,29.227,145.9361,198.249,1789.09,0.3627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15965.85,455.33,253.76,62.52,0.1026,0.1964,4.9678,0.081,0.373,12.4107,0.0127,75.18,62.0,0.267,0.2536,4.2897,5.02,15.556,2.037,0.756,0.3984,0.143,0.5726,0.0778,0.0291,3.6809,0.3108,9.95,1.3279,22.63,5.327,0.2541,1.609,0.006,395.47,0.6812,13.1491,3128.8976,1.0007,0.0969,8.0987,1.1653,29.0727,141.7255,218.638,1796.22,0.3709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16044.49,456.13,243.62,62.81,0.1031,0.1949,5.0098,0.0813,0.3714,12.4554,0.0127,75.25,62.08,0.271,0.252,4.4216,5.094,15.525,2.028,0.75,0.4197,0.1511,0.5829,0.0787,0.0295,3.8349,0.3353,9.5777,1.1282,21.75,5.2107,0.264,1.629,0.006,391.47,0.6875,13.4751,3262.6296,1.0009,0.0952,8.3305,1.2011,29.1482,142.4374,209.24,1793.99,0.3788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15870.51,445.06,240.0,61.57,0.1011,0.1908,4.9678,0.08,0.3603,12.0,0.0125,74.28,60.84,0.256,0.2474,4.2863,4.93,15.15,1.967,0.7257,0.4212,0.1465,0.5908,0.0792,0.0308,3.9584,0.3271,9.3465,1.1948,22.99,5.3443,0.2853,1.624,0.0062,388.82,0.6953,13.3707,3329.2267,1.0007,0.0956,8.263,1.2449,28.6603,138.9273,222.432,1794.91,0.3814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15966.29,448.0,241.8,62.13,0.1003,0.1926,5.0018,0.0798,0.36,12.109,0.0128,74.9,60.92,0.255,0.2507,4.3613,4.968,15.223,1.968,0.7265,0.4181,0.1446,0.5882,0.0789,0.03,3.956,0.2993,9.7331,1.1674,22.13,5.3131,0.2649,1.6,0.0062,388.25,0.7211,13.2696,3257.3253,1.0014,0.0982,8.2828,1.2607,28.7161,139.0662,236.0,1798.04,0.3766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16023.59,449.87,246.98,66.09,0.1011,0.1946,5.0385,0.0802,0.3638,12.193,0.0127,76.82,62.6,0.261,0.2514,4.5514,5.064,15.44,2.0,0.7377,0.4117,0.1438,0.5833,0.078,0.0293,3.9037,0.3078,10.0406,1.0702,23.46,5.2058,0.2513,1.588,0.0059,381.54,0.7061,13.368,3312.2671,1.0014,0.0973,8.2148,1.2604,28.9286,140.7,228.519,1797.39,0.3745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16254.52,455.16,247.8,68.08,0.1027,0.1956,5.0884,0.0806,0.3644,12.3191,0.0129,78.52,63.35,0.261,0.254,5.02,5.066,15.618,2.023,0.7383,0.4161,0.1437,0.58,0.0779,0.0293,3.8645,0.3178,10.1961,0.9637,23.34,5.231,0.2521,1.64,0.006,391.99,0.7074,13.5353,3324.0893,1.0012,0.1006,7.8671,1.2471,29.0224,139.0421,240.031,1797.94,0.3867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16238.71,452.81,249.26,67.23,0.1025,0.1967,5.0959,0.081,0.3686,12.3235,0.0128,79.16,63.35,0.261,0.2535,5.0197,5.102,15.629,2.02,0.7339,0.4091,0.1435,0.6017,0.0789,0.0291,3.8382,0.3309,9.6972,0.8731,22.63,5.0497,0.2456,1.638,0.0061,389.68,0.708,12.9797,3413.5543,1.0007,0.0973,7.9277,1.2652,29.0501,140.4378,232.173,1799.45,0.3903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16456.9,459.5,250.87,71.45,0.1048,0.2005,5.3701,0.0825,0.3742,12.7565,0.013,81.06,65.37,0.269,0.2557,4.9064,5.117,15.664,2.055,0.7428,0.4091,0.1429,0.5699,0.0759,0.0278,3.8115,0.3402,9.0945,0.9038,23.22,5.002,0.2377,1.647,0.006,394.92,0.7119,13.1504,3354.1043,1.0007,0.099,7.9161,1.2992,28.3913,136.3221,229.259,1801.12,0.3842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16793.91,462.94,250.61,71.59,0.1042,0.1988,5.3319,0.0824,0.37,12.6594,0.0129,81.34,66.84,0.267,0.2565,4.8961,5.114,15.733,2.069,0.7338,0.4074,0.142,0.5666,0.0749,0.028,3.8462,0.3288,9.2921,1.0741,23.16,5.0868,0.2456,1.644,0.006,390.2,0.7068,13.2334,3355.1142,1.0013,0.0987,8.0635,1.29,28.568,137.973,225.397,1799.49,0.3809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16724.1,460.56,249.51,73.8,0.1038,0.1985,5.4503,0.0826,0.3754,12.596,0.0129,80.57,64.98,0.272,0.2542,4.892,5.107,15.873,2.11,0.7432,0.4133,0.1442,0.5754,0.0758,0.0292,3.7861,0.3256,8.2748,1.2415,21.95,5.0376,0.2349,1.611,0.0062,396.68,0.7186,13.2206,3410.9093,1.001,0.0981,8.2325,1.2995,28.4052,142.0476,229.561,1794.31,0.3806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16590.0,462.52,251.2,73.25,0.1058,0.2011,5.6036,0.0841,0.3776,12.7368,0.0131,82.6,64.44,0.272,0.2576,4.7526,5.156,15.985,2.125,0.7439,0.4236,0.1455,0.5764,0.0766,0.0293,3.8335,0.3342,8.9662,1.4822,22.81,5.0475,0.244,1.572,0.0062,401.72,0.742,13.25,3391.3532,1.0014,0.0978,8.1538,1.2912,28.981,140.9667,258.004,1800.64,0.3679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16756.97,466.27,251.39,74.08,0.1085,0.2049,5.5841,0.0851,0.3839,12.9295,0.0131,82.71,65.41,0.279,0.2636,4.9523,5.208,16.125,2.117,0.7581,0.4143,0.1438,0.5822,0.0796,0.0301,3.616,0.3377,8.9997,1.4817,23.57,5.0314,0.2404,1.576,0.0062,398.25,0.725,13.5573,3403.7579,1.0012,0.0951,8.7321,1.3152,29.1363,146.1148,260.591,1794.9,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16995.0,466.7,252.76,74.08,0.1115,0.2047,5.5489,0.0852,0.3854,12.7984,0.0131,81.49,65.19,0.276,0.2625,4.8991,5.202,16.44,2.15,0.7535,0.4202,0.142,0.5879,0.0816,0.0302,3.65,0.3283,8.2816,1.6012,23.65,5.0372,0.2397,1.518,0.0061,384.58,0.7154,13.4631,3340.8537,1.0014,0.0965,8.901,1.3114,29.0569,142.5204,273.443,1795.53,0.3624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17347.0,474.36,255.31,72.89,0.1098,0.2031,5.6915,0.0868,0.3767,12.72,0.0132,81.45,65.99,0.272,0.2632,4.7988,5.165,16.231,2.154,0.7437,0.4333,0.1464,0.5827,0.0803,0.0299,3.5688,0.325,8.6222,1.7699,23.52,5.0552,0.2458,1.535,0.006,388.51,0.711,13.8723,3266.2603,1.0008,0.0975,8.7775,1.3346,29.0054,151.4974,286.554,1797.82,0.3561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17698.65,484.08,257.0,75.44,0.1107,0.2047,5.8798,0.0874,0.3822,13.2055,0.0134,83.67,66.36,0.275,0.2671,4.9762,5.343,16.363,2.199,0.7541,0.4394,0.1466,0.5907,0.0806,0.0303,3.7335,0.3231,8.527,1.7467,24.16,4.8955,0.2517,1.581,0.0057,390.72,0.7187,13.9301,3184.3477,1.0012,0.0992,8.6094,1.3206,29.3834,162.4845,283.557,1801.34,0.3605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17682.64,482.66,255.7,76.41,0.1098,0.2051,5.8196,0.0867,0.3842,13.4,0.0132,83.26,67.04,0.274,0.2671,4.9335,5.3,16.25,2.203,0.7519,0.4392,0.1486,0.5905,0.0799,0.0314,3.744,0.301,8.8576,1.6545,23.41,4.6643,0.2472,1.556,0.0057,404.78,0.6852,13.7727,3233.2694,1.0012,0.1084,8.402,1.3426,29.924,164.3096,266.268,1800.34,0.3659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
