BTCUSD,ETHUSD,BCHUSD,LTCUSD,ADAUSD,BATUSD,ETCUSD,XLMUSD,ZRXUSD,LINKUSD,RVNUSD,DASHUSD,ZECUSD,ALGOUSD,IOTAUSD,WAVESUSD,ATOMUSD,NEOUSD,QTUMUSD,NANOUSD,ICXUSD,ENJUSD,ONTUSD,ZILUSD,VETUSD,XTZUSD,HBARUSD,OMGUSD,MATICUSD,REPUSD,EOSUSD,DOGEUSD,KNCUSD,VTHOUSD,COMPUSD,MANAUSD,HNTUSD,MKRUSD,DAIUSD,ONEUSD,BANDUSD,STORJUSD,UNIUSD,SOLUSD,EGLDUSD,PAXGUSD,OXTUSD,ZENUSD,FILUSD,AAVEUSD,GRTUSD,SUSHIUSD,ANKRUSD,AMPUSD,CRVUSD,AXSUSD,AVAXUSD,CTSIUSD,SHIBUSDT,Date
8848.06,201.03,227.91,42.45,0.0535,0.2024,6.7508,0.0652,0.3484,3.8491,0.0211,72.82,45.07,0.218,0.1944,1.0746,2.59,9.938,1.652,0.8932,0.3352,0.206,0.8102,0.0252,0.0199,2.5416,0.0319,4.1512,0.019,15.58,3.0696,0.0132,1.037,0.0017,467.53,0.2298,4.6406,2334.6695,1.0021,0.0282,15.2964,0.6277,30.2,13.5087,142.66,1745.85,0.7474,82.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8830.33,201.91,227.56,42.35,0.0535,0.202,6.6733,0.0651,0.3519,3.8255,0.021,72.73,44.72,0.217,0.1952,1.0775,2.581,9.969,1.638,0.8945,0.33,0.2048,0.8067,0.0239,0.0195,2.5636,0.0322,4.3101,0.0189,15.65,3.1021,0.0123,1.035,0.0016,465.58,0.2448,4.5272,2435.0,1.0017,0.0283,13.7465,0.6876,30.2223,13.6133,139.495,1748.85,0.7013,83.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8843.26,203.13,228.66,42.71,0.0548,0.2037,6.7338,0.0658,0.3486,3.8297,0.0213,74.09,45.29,0.221,0.1974,1.0769,2.654,10.1,1.647,0.8979,0.3338,0.2068,0.7647,0.0236,0.0191,2.5333,0.0325,4.3379,0.0189,15.73,3.0825,0.0097,1.029,0.0014,453.72,0.2406,4.2323,2440.7693,1.0014,0.026,12.3721,0.7021,29.9629,13.6,141.972,1749.1,0.7055,81.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9150.0,206.57,234.05,43.6,0.0553,0.2058,6.825,0.0672,0.3336,3.8886,0.0206,74.2,46.03,0.217,0.1985,1.058,2.649,10.171,1.674,0.9125,0.3346,0.2054,0.761,0.0237,0.0194,2.52,0.0315,4.3476,0.0185,15.24,3.0582,0.0099,1.0,0.0016,452.24,0.2412,4.5059,2490.8144,1.0017,0.026,13.2991,0.6206,30.2364,13.767,145.448,1747.47,0.7254,85.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9155.0,206.0,233.0,43.72,0.0553,0.2068,6.7709,0.0668,0.3363,3.8807,0.0207,73.78,45.93,0.221,0.1956,1.059,2.616,10.1,1.64,0.8973,0.3366,0.2032,0.7567,0.0233,0.0191,2.5378,0.0328,4.1889,0.0186,14.87,3.0259,0.0111,1.026,0.0016,481.25,0.2406,4.4394,2546.098,1.0018,0.0253,11.522,0.6418,29.8104,13.8118,139.562,1739.02,0.685,83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9162.49,206.57,232.05,43.59,0.0552,0.2055,6.7047,0.0664,0.3348,3.8672,0.0207,73.48,45.76,0.221,0.1954,1.0743,2.607,9.975,1.626,0.8995,0.3335,0.2039,0.7376,0.0228,0.0186,2.5359,0.0341,4.3223,0.0194,14.75,3.1652,0.0096,0.999,0.0015,462.95,0.2382,4.3612,2469.9911,1.0014,0.026,13.2395,0.6471,28.632,13.7013,134.59,1742.04,0.6653,84.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9205.0,208.39,232.64,43.76,0.0552,0.2071,6.7862,0.0661,0.3362,3.853,0.0204,73.5,46.17,0.221,0.1967,1.0643,2.601,9.997,1.633,0.9136,0.3332,0.2011,0.7431,0.0222,0.0184,2.6176,0.0351,4.6988,0.0191,15.0,3.1912,0.0089,1.005,0.0014,445.54,0.2392,4.3222,2510.3916,1.0014,0.0238,14.4075,0.6433,29.2222,13.41,135.069,1736.05,0.6866,84.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9166.2,206.22,230.92,43.6,0.0551,0.2046,6.7118,0.0658,0.335,3.8409,0.0201,73.11,46.05,0.216,0.1957,1.0607,2.579,10.01,1.623,0.8889,0.3374,0.1984,0.7714,0.0224,0.0184,2.5855,0.0334,4.675,0.0191,15.24,3.2896,0.0103,1.031,0.0015,435.56,0.2401,4.4999,2534.8948,1.0016,0.0215,13.9793,0.628,29.0483,13.5627,132.006,1739.58,0.6841,84.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9146.56,205.09,229.31,43.22,0.055,0.2054,6.7175,0.0661,0.3445,3.8491,0.0206,72.65,45.79,0.215,0.1959,1.0686,2.576,10.005,1.642,0.8889,0.3397,0.1994,0.8053,0.0221,0.019,2.6295,0.0325,4.8821,0.0193,15.47,3.2303,0.0098,1.041,0.0014,443.16,0.237,5.0643,2499.2635,1.0007,0.0188,13.9717,0.6533,29.5255,13.3171,131.683,1744.18,0.6844,83.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9272.88,207.48,231.96,43.75,0.0564,0.2088,6.7459,0.0663,0.3386,3.8807,0.0203,73.41,46.36,0.219,0.1969,1.0761,2.613,10.06,1.66,0.8692,0.3521,0.2012,0.7864,0.0214,0.0179,2.7338,0.0333,4.3582,0.0194,15.72,3.1356,0.0097,1.086,0.0014,416.81,0.2372,4.6198,2526.8981,1.0006,0.0212,13.5296,0.6611,29.35,13.4632,133.761,1739.12,0.68,82.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9500.0,214.75,237.44,44.33,0.0589,0.2135,6.8374,0.0674,0.3356,3.95,0.0206,74.41,47.17,0.219,0.1992,1.0744,2.639,10.279,1.67,0.8848,0.361,0.2046,0.8244,0.0219,0.0178,2.5729,0.0326,3.9604,0.0193,15.28,3.2296,0.0091,1.085,0.0014,431.7,0.2399,4.668,2468.0538,1.0009,0.0186,12.9382,0.6355,30.03,14.1963,132.82,1739.21,0.6485,83.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9458.59,214.86,237.24,44.34,0.0621,0.2107,6.793,0.068,0.333,3.9292,0.0206,74.41,46.82,0.223,0.201,1.0791,2.64,10.219,1.672,0.8974,0.3591,0.2043,0.8118,0.0219,0.0179,2.6014,0.0325,3.7498,0.0194,15.26,3.1921,0.0091,1.106,0.0014,457.19,0.2461,4.5712,2482.8289,1.0009,0.0204,13.2528,0.6733,30.6331,14.2475,130.546,1735.93,0.6024,85.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9580.0,220.47,240.56,44.83,0.0652,0.213,6.8682,0.0692,0.3327,4.0435,0.0206,75.23,47.8,0.228,0.2043,1.09,2.662,10.418,1.692,0.903,0.3624,0.2069,0.7969,0.0223,0.0183,2.5831,0.0315,3.7089,0.0198,14.88,2.9869,0.0099,1.044,0.0015,456.62,0.2547,4.046,2416.5811,1.0005,0.023,13.0597,0.6454,30.9625,14.1949,132.838,1745.65,0.5994,83.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9520.4,221.72,240.8,44.94,0.0649,0.2144,7.2183,0.0689,0.34,4.0504,0.0207,75.14,47.48,0.229,0.2029,1.0886,2.682,10.355,1.693,0.8968,0.3568,0.2057,0.7914,0.0229,0.0186,2.6106,0.032,3.6549,0.0204,15.08,2.9755,0.0095,1.069,0.0015,475.0,0.2567,4.0,2462.6637,1.0007,0.0221,13.4636,0.6363,29.7004,14.27,133.325,1740.1,0.598,87.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9519.7,221.63,240.8,44.86,0.0643,0.2098,7.1701,0.0679,0.3387,4.071,0.0204,74.0,47.5,0.227,0.203,1.0943,2.675,10.285,1.693,0.9012,0.3583,0.206,0.7975,0.0229,0.019,2.56,0.0315,3.5138,0.021,15.29,2.9291,0.0096,1.071,0.0014,495.16,0.2503,4.3324,2527.074,1.0015,0.0234,13.4413,0.6503,29.9647,14.0655,133.155,1737.83,0.6135,84.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9399.52,218.75,236.47,44.44,0.0632,0.2111,7.0814,0.0672,0.3366,3.993,0.0203,74.05,46.69,0.228,0.203,1.0855,2.664,10.091,1.66,0.9064,0.3572,0.2071,0.807,0.0227,0.0191,2.5806,0.0313,3.7212,0.0207,15.2,2.9315,0.01,1.076,0.0013,471.82,0.2351,4.3,2496.0394,1.0014,0.0228,13.8998,0.6435,30.7029,14.2154,134.4,1739.62,0.573,87.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9396.19,219.31,236.59,44.66,0.0647,0.2099,7.1331,0.0672,0.3378,3.9733,0.0206,74.21,46.75,0.23,0.2013,1.0799,2.68,10.307,1.696,0.8989,0.3355,0.199,0.8058,0.0229,0.0193,2.6248,0.032,3.6442,0.0203,14.75,2.9166,0.01,1.089,0.0013,484.64,0.2417,4.3043,2566.2131,1.0019,0.0223,13.126,0.6129,31.4082,14.3091,130.392,1730.12,0.598,91.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9399.42,220.0,237.64,44.49,0.065,0.2084,7.2178,0.0674,0.3365,3.962,0.0207,73.92,46.43,0.229,0.2016,1.0852,2.687,10.205,1.685,0.8907,0.3187,0.1926,0.8093,0.0235,0.0197,2.6466,0.0322,3.5852,0.0205,14.55,2.8361,0.0104,1.078,0.0012,455.35,0.251,3.9999,2622.7756,1.0009,0.0229,12.052,0.638,30.752,14.2215,120.522,1731.7,0.5651,89.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9424.11,220.6,238.6,44.5,0.0648,0.2082,7.2433,0.0678,0.3316,3.9768,0.0206,74.09,46.63,0.228,0.1998,1.0854,2.674,10.219,1.682,0.8897,0.3215,0.1847,0.8375,0.0238,0.0193,2.6553,0.0326,3.4701,0.0195,14.46,2.8903,0.0103,1.112,0.0013,445.81,0.2535,4.0714,2679.0654,1.0005,0.0226,12.1927,0.6524,30.8101,14.1076,118.75,1730.53,0.7161,88.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9389.53,222.57,239.56,44.84,0.0672,0.2103,7.2,0.068,0.3302,3.9843,0.0203,74.5,47.43,0.229,0.2016,1.0853,2.677,10.296,1.688,0.8611,0.3284,0.1849,0.8323,0.0226,0.0185,2.6152,0.0325,3.3397,0.0195,14.82,2.9238,0.01,1.153,0.0012,458.79,0.2518,3.97,2642.7802,1.0013,0.0227,11.5118,0.6624,30.7581,14.0177,121.543,1730.59,0.7272,88.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9533.53,232.63,242.08,46.25,0.0693,0.212,7.3509,0.0689,0.3362,4.0607,0.0207,75.64,48.35,0.229,0.2034,1.1143,2.742,10.435,1.721,0.878,0.332,0.1915,0.8268,0.0224,0.019,2.6462,0.0323,3.4886,0.0194,14.53,2.8959,0.0101,1.138,0.0012,460.31,0.2648,4.6154,2628.4781,1.0005,0.0238,11.9842,0.67,30.8517,14.1983,122.032,1727.01,0.6897,87.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9557.25,236.89,244.14,46.85,0.0707,0.2134,7.3923,0.0696,0.3362,4.0973,0.0209,76.3,48.35,0.232,0.2097,1.1078,2.788,10.67,1.739,0.8897,0.3327,0.1958,0.8346,0.0218,0.0184,2.6207,0.0321,3.6184,0.0188,14.5,2.8902,0.0106,1.08,0.0013,463.7,0.268,4.4136,2583.8014,1.0005,0.0253,12.7153,0.6613,29.77,14.442,120.937,1734.93,0.7278,88.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9538.72,235.17,244.34,46.81,0.0699,0.2154,7.3287,0.069,0.3385,4.1153,0.021,77.13,52.79,0.238,0.2102,1.1052,2.777,10.775,1.751,0.899,0.3295,0.1956,0.8316,0.0211,0.018,2.6265,0.0322,3.5645,0.0189,14.85,2.8543,0.0102,1.149,0.0014,484.21,0.2815,4.0307,2602.5416,1.0008,0.026,12.241,0.691,30.0463,14.349,123.143,1737.4,0.7151,83.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9540.42,237.15,247.41,47.14,0.0749,0.2177,7.3347,0.0715,0.3372,4.1168,0.0213,78.21,53.84,0.242,0.2129,1.1044,2.819,10.99,1.762,0.895,0.3278,0.1944,0.8083,0.0208,0.0179,2.5316,0.0319,3.5368,0.0193,14.8,2.7667,0.01,1.231,0.0015,488.83,0.2824,4.1588,2645.0762,1.0015,0.024,11.8168,0.6893,30.1144,14.1379,122.032,1740.97,0.7211,85.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9704.04,243.72,252.7,47.71,0.077,0.2192,7.482,0.0726,0.3378,4.1844,0.0211,79.15,54.55,0.244,0.2183,1.1136,2.795,11.04,1.783,0.8973,0.33,0.1922,0.8106,0.021,0.0182,2.5219,0.0324,3.6148,0.0193,15.22,2.6011,0.0099,1.186,0.0015,514.65,0.291,3.9634,2557.5368,1.001,0.0243,12.1017,0.6721,30.5121,14.3095,125.64,1741.78,0.7089,83.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9587.0,237.26,246.47,46.56,0.0753,0.2144,7.2488,0.0705,0.3335,4.0574,0.0211,77.55,53.08,0.25,0.2148,1.1045,2.754,10.626,1.733,0.8864,0.3316,0.1902,0.8156,0.0212,0.018,2.508,0.0321,3.85,0.0194,15.35,2.6122,0.0102,1.2,0.0015,524.19,0.2898,4.04,2557.246,1.0008,0.0236,12.3123,0.6748,30.8,14.5471,134.236,1742.02,0.6973,84.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9565.31,239.78,248.31,46.85,0.0838,0.2169,7.3696,0.0753,0.3333,4.1418,0.021,78.07,54.97,0.255,0.2283,1.1055,2.82,11.047,1.76,0.8859,0.3386,0.1921,0.85,0.0215,0.0182,2.4636,0.0325,3.9147,0.0195,15.42,2.6507,0.0098,1.225,0.0015,500.51,0.2974,4.0654,2580.6329,1.0011,0.0261,12.895,0.6611,31.4836,14.8066,136.258,1739.45,0.694,83.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9591.85,238.91,249.66,47.34,0.0844,0.2255,7.3763,0.0753,0.3334,4.2782,0.0217,79.99,54.7,0.255,0.2402,1.1265,2.884,11.644,1.807,0.8979,0.3358,0.1909,0.844,0.0211,0.018,2.5001,0.032,3.7751,0.0199,15.38,2.2932,0.0097,1.218,0.0014,456.4,0.2992,4.1094,2550.4501,1.0011,0.0266,12.64,0.676,33.5519,14.6568,144.086,1737.67,0.6851,80.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9473.78,233.63,243.84,46.29,0.0796,0.2203,7.2305,0.0733,0.3256,4.1756,0.0209,77.8,52.7,0.244,0.2303,1.1072,2.794,11.326,1.758,0.8906,0.3417,0.1923,0.8261,0.022,0.0182,2.5,0.0315,3.7166,0.0198,15.43,2.3724,0.0095,1.238,0.0015,469.25,0.3099,4.15,2546.6138,1.001,0.0275,13.1428,0.6444,33.3091,14.6319,138.858,1734.13,0.6722,78.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9513.0,236.59,245.33,46.67,0.0796,0.221,7.2079,0.0733,0.327,4.2269,0.0211,78.35,52.74,0.247,0.2271,1.1101,2.849,11.513,1.811,0.8854,0.337,0.1905,0.8363,0.0216,0.0181,2.5265,0.0315,3.779,0.0195,15.57,2.3815,0.0096,1.269,0.0014,477.58,0.3016,4.0713,2573.2456,1.0009,0.0289,12.3858,0.6646,34.8119,14.1555,141.523,1737.5,0.6704,80.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9447.5,231.43,238.29,45.39,0.0739,0.2103,6.8921,0.0702,0.3149,4.1332,0.0195,76.72,51.88,0.234,0.2199,1.0922,2.72,11.114,1.749,0.8741,0.34,0.1903,0.8408,0.0215,0.0183,2.4527,0.0312,3.75,0.0194,15.52,2.4757,0.0095,1.287,0.0015,477.16,0.3491,4.1888,2598.035,1.0016,0.0278,11.565,0.6329,33.6199,14.0535,141.742,1739.56,0.6883,78.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9548.7,239.1,242.57,46.24,0.0809,0.2183,7.0614,0.0732,0.3241,4.3757,0.02,77.76,52.8,0.249,0.2251,1.1208,2.786,11.575,1.803,0.8785,0.335,0.19,0.81,0.021,0.0179,2.4726,0.0313,3.8168,0.0194,15.5,2.5494,0.0095,1.159,0.0015,485.05,0.3265,4.0943,2647.6407,1.0006,0.028,11.6668,0.6332,32.9862,13.9439,146.899,1740.0,0.6893,81.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9562.42,238.82,242.25,46.07,0.079,0.2195,6.9849,0.0736,0.3269,4.4081,0.0203,77.08,51.42,0.251,0.2239,1.1111,2.756,11.52,1.773,0.8748,0.3318,0.1872,0.889,0.0214,0.0181,2.5018,0.0312,3.6842,0.0198,15.45,2.5231,0.0092,1.203,0.0015,481.94,0.3058,4.0334,2917.3058,1.0016,0.0274,11.9291,0.635,33.2091,13.7,148.346,1736.97,0.674,82.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9509.22,236.31,240.0,45.82,0.0771,0.2178,6.89,0.0732,0.327,4.3259,0.0202,75.85,51.21,0.244,0.2246,1.1245,2.726,11.31,1.75,0.8899,0.3346,0.1872,0.9035,0.0217,0.018,2.5,0.0316,3.8248,0.0196,15.37,2.6708,0.0099,1.21,0.0014,485.99,0.3646,4.1056,2788.0895,1.0016,0.0265,10.9414,0.6379,32.7442,13.9558,152.019,1744.63,0.6774,82.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9538.92,238.12,243.68,46.86,0.0793,0.2204,7.047,0.0757,0.3315,4.3716,0.0202,77.59,53.12,0.247,0.2275,1.1218,2.784,12.14,1.844,0.9085,0.3303,0.1835,0.8863,0.0214,0.0179,2.4801,0.0314,3.9169,0.0194,15.08,2.6018,0.0103,1.213,0.0014,501.52,0.333,4.1411,2777.8851,1.001,0.0265,11.6685,0.6464,32.0823,14.1646,147.806,1746.93,0.6752,81.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9574.71,237.95,244.04,47.18,0.0792,0.2219,7.015,0.075,0.332,4.3465,0.0203,77.57,52.52,0.251,0.2307,1.1405,2.804,12.438,1.88,0.9251,0.3276,0.1848,0.9223,0.0214,0.018,2.476,0.0316,3.837,0.0192,15.16,2.6339,0.0099,1.235,0.0013,504.53,0.3469,4.1925,2603.2078,1.0005,0.0257,11.98,0.6576,32.1281,14.3388,146.995,1745.19,0.6745,79.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10209.03,248.77,253.44,48.27,0.081,0.2249,7.184,0.0755,0.3347,4.3844,0.0208,80.14,54.81,0.25,0.2363,1.1498,2.865,12.424,1.893,0.9148,0.3213,0.1803,0.9412,0.0219,0.0183,2.4778,0.0317,3.8356,0.0195,15.33,2.7323,0.0102,1.194,0.0013,495.28,0.3422,4.0618,2618.1922,1.0006,0.0241,12.1585,0.6767,32.6344,15.1911,147.541,1747.75,0.6775,79.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10098.0,247.12,261.32,48.74,0.0815,0.2266,7.2487,0.0793,0.3429,4.4975,0.0207,81.75,54.19,0.253,0.2353,1.1386,2.862,12.57,1.898,0.9052,0.311,0.1667,0.9169,0.0229,0.0186,2.4718,0.032,3.82,0.0195,15.27,2.6532,0.0102,1.235,0.0013,509.16,0.3424,4.2968,2618.3023,1.0005,0.0231,12.094,0.6906,31.8282,16.21,144.847,1738.56,0.6735,79.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10118.07,248.96,262.23,49.0,0.0818,0.2272,7.2573,0.0793,0.3414,4.5385,0.0208,80.94,54.15,0.252,0.2358,1.1487,2.895,12.606,1.914,0.9039,0.306,0.17,0.9197,0.023,0.0184,2.4744,0.0317,3.88,0.0191,15.35,2.6346,0.0105,1.24,0.0013,535.0,0.3356,4.4,2721.3695,1.0004,0.0252,12.77,0.6835,32.3977,16.4379,142.0,1739.98,0.6905,73.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10098.95,251.83,266.68,49.64,0.0803,0.2289,7.2946,0.0832,0.339,4.5502,0.0209,81.4,54.51,0.253,0.2407,1.1538,2.943,12.677,1.905,0.9268,0.3064,0.1681,0.9029,0.0236,0.0183,2.4666,0.032,3.9289,0.0191,15.99,2.664,0.0102,1.249,0.0013,563.4,0.3085,4.6153,2673.2107,1.0011,0.0219,13.0996,0.6681,32.7262,15.8446,144.237,1728.16,0.7262,75.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9471.0,233.88,248.68,45.66,0.0757,0.2106,6.8532,0.0768,0.3175,4.2687,0.0196,78.02,51.14,0.24,0.2274,1.086,2.697,11.859,1.776,0.875,0.3133,0.1748,0.8949,0.0238,0.0182,2.4987,0.0316,3.8759,0.019,15.92,2.6768,0.0103,1.37,0.0013,549.03,0.3087,4.4781,2680.1687,1.001,0.0246,12.5649,0.6765,32.933,15.4512,139.755,1726.44,0.7077,78.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9510.0,236.48,251.38,45.56,0.0776,0.2151,6.9022,0.08,0.3296,4.3599,0.0203,78.0,51.41,0.242,0.2309,1.1154,2.73,12.121,1.788,0.8846,0.3133,0.1792,0.8953,0.0229,0.018,2.4516,0.0325,4.0383,0.0189,15.68,2.6006,0.0106,1.339,0.0013,538.33,0.3114,4.5545,2610.8392,1.0017,0.0244,13.4668,0.683,33.4451,14.83,141.418,1727.23,0.7154,78.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9518.66,237.93,250.76,45.97,0.0788,0.2155,6.9633,0.0794,0.3252,4.3987,0.0201,78.34,51.49,0.245,0.2338,1.1189,2.772,12.113,1.796,0.8843,0.3149,0.1789,0.8842,0.0222,0.0178,2.3569,0.0319,3.9302,0.0185,15.89,2.5896,0.0098,1.328,0.0012,547.18,0.2975,4.4945,2515.8955,1.0006,0.0259,13.3542,0.693,33.1412,15.1055,140.0,1725.71,0.7235,72.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9490.35,235.46,248.68,45.93,0.0779,0.2128,6.8628,0.0776,0.3307,4.3475,0.0198,77.48,50.82,0.239,0.2379,1.104,2.771,11.866,1.772,0.8739,0.3175,0.1759,0.8661,0.0226,0.0178,2.386,0.0314,3.7879,0.0183,16.1,2.5673,0.0102,1.312,0.0013,536.27,0.2985,4.4844,2558.2717,1.0008,0.0263,13.0961,0.6908,33.4558,14.4197,143.925,1719.34,0.7343,69.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9514.26,237.01,249.24,46.02,0.0789,0.2144,6.9269,0.0786,0.3289,4.4009,0.0201,77.7,50.95,0.24,0.2386,1.1137,2.793,12.002,1.785,0.8932,0.3216,0.1828,0.8415,0.0217,0.0172,2.3551,0.0305,3.6964,0.018,16.17,2.6149,0.0097,1.331,0.0013,508.43,0.299,4.569,2425.9192,1.0009,0.0279,13.4954,0.6857,34.1,14.4197,148.161,1712.41,0.7246,65.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9617.74,239.94,251.65,46.77,0.0815,0.218,6.9115,0.0802,0.331,4.4529,0.0201,77.63,51.39,0.241,0.2395,1.1138,2.84,12.378,1.804,0.8993,0.3198,0.1808,0.8497,0.0215,0.0168,2.2785,0.0311,3.6512,0.0176,15.99,2.6113,0.0098,1.356,0.0013,524.01,0.3028,4.2818,2283.0,1.0,0.0301,13.1013,0.679,34.7122,14.6826,143.751,1703.37,0.716,66.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9554.99,239.35,249.94,46.84,0.0856,0.2218,6.9042,0.0828,0.3274,4.438,0.0202,77.67,52.2,0.24,0.2455,1.1085,2.85,12.406,1.819,0.89,0.3179,0.179,0.8531,0.0213,0.0169,2.3199,0.0311,3.6785,0.0176,15.62,2.6463,0.0091,1.281,0.0012,512.12,0.3248,4.35,2353.8461,1.0008,0.028,12.417,0.6775,32.7892,14.3768,142.88,1703.37,0.7148,63.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9574.09,240.55,251.5,46.94,0.0839,0.2219,6.9317,0.0822,0.3291,4.5097,0.0203,78.09,51.95,0.242,0.2459,1.1107,2.891,12.295,1.819,0.8824,0.3174,0.1797,0.81,0.0214,0.017,2.2893,0.03,3.722,0.0167,15.78,2.6585,0.009,1.266,0.0013,513.0,0.297,4.1331,2382.29,0.9999,0.0292,13.0197,0.6956,34.9839,14.155,143.678,1702.06,0.7218,56.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9665.0,244.64,253.39,47.14,0.0856,0.2245,6.9363,0.083,0.3303,4.4863,0.0204,78.29,52.95,0.242,0.2524,1.1198,2.91,12.397,1.828,0.886,0.316,0.1802,0.8134,0.0214,0.0168,2.3153,0.0306,3.7136,0.018,15.5,2.5595,0.0088,1.228,0.0012,504.86,0.3097,4.1207,2220.7368,0.9996,0.029,12.9058,0.6769,33.9144,14.3,143.383,1699.25,0.7032,59.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9672.0,245.21,258.58,47.59,0.0884,0.2316,7.0279,0.0849,0.3307,4.492,0.0206,79.12,52.93,0.246,0.2557,1.1268,3.06,12.392,1.874,0.8995,0.316,0.1765,0.8118,0.0215,0.0171,2.3219,0.0302,3.7093,0.018,16.18,2.8356,0.0074,1.256,0.0012,496.5,0.3122,4.1485,2054.8749,0.9999,0.0298,13.6157,0.6725,32.8077,14.6621,143.623,1699.0,0.7025,53.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
